id_detalle_carga,id_carga,id_detalle_orden,peso,observaciones,fecha_creacion,fecha_actualizacion
50bd3895-9566-4c08-b51e-ac8ae9604f40,6265dc2b-4ef2-43d9-afd1-3144312aaae2,07d152f3-9df7-477c-a845-9f324934bbd7,79.33,Eius maiores totam.,2025-06-01T00:47:19.652612,2025-06-01T00:47:19.652612
78d19987-0409-4097-9c2e-b8a8c71379c8,6265dc2b-4ef2-43d9-afd1-3144312aaae2,42c1af16-f50b-4c1b-a460-0076c2746f41,46.5,Aut maxime exercitationem neque dicta autem enim deleniti.,2025-06-01T00:47:19.652612,2025-06-01T00:47:19.652612
bb31daf9-65ed-4404-a6c0-4875b86b8f00,a86c7d75-2cb2-4292-886e-26449bb71586,f9092414-dd54-444b-9357-5434513269cd,78.79,Ullam laudantium ex magnam fuga.,2025-06-01T00:33:19.652612,2025-06-01T00:33:19.652612
867e6763-d838-402c-9f68-b3cdfe3b2b98,a86c7d75-2cb2-4292-886e-26449bb71586,459300fd-5e36-4173-834d-e77eef1f9213,80.86,Eligendi cum doloribus architecto cupiditate.,2025-06-01T00:33:19.652612,2025-06-01T00:33:19.652612
0f0c2f1f-2d9b-4ff8-935e-835901fe0753,a86c7d75-2cb2-4292-886e-26449bb71586,3ccb3896-11fc-4ebd-bd2c-909af0278ba6,36.89,Laboriosam error maiores voluptatem ut totam harum neque.,2025-06-01T00:33:19.652612,2025-06-01T00:33:19.652612
2aa21e80-6daa-46f3-8d8d-5b322109b908,4a014212-0319-41fd-8b4b-6925463299e6,684478fc-36f2-4f4b-8d82-48fa5d650300,85.93,Officiis blanditiis eveniet blanditiis neque ratione soluta.,2025-06-01T00:54:19.652612,2025-06-01T00:54:19.652612
e3e9ff44-8ad5-4105-8702-4baedd2d2325,4a014212-0319-41fd-8b4b-6925463299e6,86f88da1-6223-4fc8-b43c-30b810ba8b58,95.1,Fuga porro atque fugit vero.,2025-06-01T00:54:19.652612,2025-06-01T00:54:19.652612
0a3bf1cf-238b-4a95-b15d-117a516006f8,b0ce01f5-0178-4827-a750-9e8d7c813c7d,bcc69bfc-4574-408a-a303-9961d9bf1dca,49.3,Eius aspernatur magnam vel ducimus adipisci nostrum.,2025-06-01T00:44:19.652612,2025-06-01T00:44:19.652612
1a65252a-c32e-416f-8aef-b361f3512301,b0ce01f5-0178-4827-a750-9e8d7c813c7d,769cc748-fa9a-4025-a55e-bf263ed55d34,26.83,Incidunt nihil nemo cum.,2025-06-01T00:44:19.652612,2025-06-01T00:44:19.652612
2d840834-ab9b-4fa1-a4af-be1d56e82387,b0ce01f5-0178-4827-a750-9e8d7c813c7d,033d11e6-7e08-453f-aa9e-bc67d8a64203,62.97,Veniam perferendis vitae consequatur sequi eligendi.,2025-06-01T00:44:19.652612,2025-06-01T00:44:19.652612
e3bfdc95-810a-4fda-9eb1-c7afd5cf8425,b0ce01f5-0178-4827-a750-9e8d7c813c7d,02fe07b9-c901-4bb3-9599-b268ceea97cf,63.7,Vitae repellendus ipsum voluptas.,2025-06-01T00:44:19.652612,2025-06-01T00:44:19.652612
4adedc48-d8be-4f24-a4ed-d6c49f6bfc64,5af11315-fe53-4a04-86bd-173762d4dc6d,d0f9c48d-5431-4e3a-b776-dac21ccaa2b3,23.68,Atque fuga nesciunt libero.,2025-06-01T00:50:19.652612,2025-06-01T00:50:19.652612
01e7dff1-fd95-4748-bf78-35161201fb5a,5af11315-fe53-4a04-86bd-173762d4dc6d,eca58906-1169-470d-bda6-14e8b32acc46,22.83,Rerum repellendus occaecati ipsam quis.,2025-06-01T00:50:19.652612,2025-06-01T00:50:19.652612
35c2531c-9503-4213-aaf6-03e699fcb5c5,29361541-6282-44e5-ba22-9441816b9bcd,384989f6-518a-4a91-a5b1-95fa95efbab9,75.67,Eaque nulla hic quasi laborum dolore laboriosam.,2025-06-01T00:37:19.652612,2025-06-01T00:37:19.652612
ad1410a2-dce4-438f-adee-58f2cd9f640e,29361541-6282-44e5-ba22-9441816b9bcd,476c9516-a7af-4eaa-b4e2-33229c30a979,31.5,Eius nulla recusandae porro.,2025-06-01T00:37:19.652612,2025-06-01T00:37:19.652612
c7aaaa76-0b68-40b1-814f-abf9f1563de5,29361541-6282-44e5-ba22-9441816b9bcd,87e1b7db-1741-44ce-9879-98fb3ba6c5a2,31.04,Nam eos quis aspernatur dolorem.,2025-06-01T00:37:19.652612,2025-06-01T00:37:19.652612
f2b6743e-1803-44ef-a71e-94b0f3138c1f,a8b7db97-407b-45d2-9a88-1cae9bb94be3,04d2eac0-f6d8-4e39-ac73-07990bb897fe,92.05,Atque quod autem non.,2025-06-01T00:53:19.652612,2025-06-01T00:53:19.652612
c5ec3e53-7b2c-4fe6-9826-09d664f9370f,a8b7db97-407b-45d2-9a88-1cae9bb94be3,8382d1d1-5526-4761-8054-84ae486f6688,79.25,Vero consectetur aspernatur ab accusamus asperiores.,2025-06-01T00:53:19.652612,2025-06-01T00:53:19.652612
fbe26604-5d7f-4026-8dfe-ef7f66e7331d,f1abff0b-4b7a-4fbf-8965-0cd22cc78d1c,2bd826a5-cf41-4429-9440-d8b39890fce1,48.02,Eligendi hic aperiam ducimus.,2025-06-01T00:50:19.652612,2025-06-01T00:50:19.652612
dcb1d91c-ef81-4e77-aec6-2e1e5d6bd1d6,f1abff0b-4b7a-4fbf-8965-0cd22cc78d1c,3ccb3896-11fc-4ebd-bd2c-909af0278ba6,52.58,Ratione dolore sit cupiditate doloribus.,2025-06-01T00:50:19.652612,2025-06-01T00:50:19.652612
4b32e991-9bb4-4d22-86af-7c3a95fcc85b,f1abff0b-4b7a-4fbf-8965-0cd22cc78d1c,2598486c-b1f5-473e-823f-410e7b6fe495,6.04,Iste similique necessitatibus voluptatibus assumenda aliquid id veritatis.,2025-06-01T00:50:19.652612,2025-06-01T00:50:19.652612
12b75244-9b25-49bd-822d-bd6f2ea68cac,a8fe1c03-0455-47ac-9c67-a54e3465987a,a1e41281-f8dd-4929-b6fa-600f180f0833,83.8,Pariatur molestias molestiae voluptates.,2025-06-01T00:45:19.652612,2025-06-01T00:45:19.652612
b3a87b40-000b-47d1-a4b7-32e0b6e47676,a8fe1c03-0455-47ac-9c67-a54e3465987a,eae06fe4-4a30-48be-a590-0eba5deb1123,29.52,Voluptates quis debitis alias voluptatum voluptatum dolorum tempora.,2025-06-01T00:45:19.652612,2025-06-01T00:45:19.652612
e7c502de-b903-4f12-9b6a-85b9c55a1447,17a533fe-aef6-44df-b683-1714935409d0,6655a0bc-548a-4491-ab8b-9db585d954a4,54.46,Quasi aut veniam vero alias illum velit.,2025-06-01T00:48:19.652612,2025-06-01T00:48:19.652612
7c77fcdb-f1ac-426f-b9f6-fb583048b065,17a533fe-aef6-44df-b683-1714935409d0,d0f9c48d-5431-4e3a-b776-dac21ccaa2b3,58.06,Amet doloribus repudiandae quibusdam deserunt qui.,2025-06-01T00:48:19.652612,2025-06-01T00:48:19.652612
4240a46a-be49-4505-88dc-cbb47793172c,17a533fe-aef6-44df-b683-1714935409d0,a98c12cd-779f-4dba-9312-99a567b5e0b0,98.59,Vel laudantium aliquam iste necessitatibus autem recusandae minima.,2025-06-01T00:48:19.652612,2025-06-01T00:48:19.652612
5e336822-639d-4422-8658-45bb7573b439,17a533fe-aef6-44df-b683-1714935409d0,dd7072ca-baa7-454f-9d46-9aa7269aa774,85.02,Maxime praesentium doloremque maiores.,2025-06-01T00:48:19.652612,2025-06-01T00:48:19.652612
50e32bd4-d93a-4df2-a757-40a726d07955,10e3cfe2-430d-4f45-a8db-a5b0e7b81662,7fe8b808-1e72-4f28-99a4-fe0fd7d4a96f,56.12,Pariatur provident quisquam reiciendis sunt aliquid.,2025-06-01T00:49:19.652612,2025-06-01T00:49:19.652612
80f531f2-fc8a-4ce7-9d5a-309ba7f67916,10e3cfe2-430d-4f45-a8db-a5b0e7b81662,22a12252-ae84-4728-bc24-67d00233e532,25.31,Nostrum ratione tempora in beatae illo necessitatibus.,2025-06-01T00:49:19.652612,2025-06-01T00:49:19.652612
b56eebf6-882b-428e-8681-241cbcdda417,cb4bef50-23a1-4a02-8aa0-4e4ce298d729,c0165e52-0326-4a86-b882-2f4877e3a5c7,63.38,Quaerat placeat non ratione quaerat dicta maxime.,2025-06-01T01:00:19.652612,2025-06-01T01:00:19.652612
9fe18ce3-1604-4342-a074-7faed8080622,cb4bef50-23a1-4a02-8aa0-4e4ce298d729,9ac8ec3c-9198-468f-be41-b36d95984325,51.23,Consectetur veritatis maxime ex voluptatum magni quibusdam.,2025-06-01T01:00:19.652612,2025-06-01T01:00:19.652612
5080e47d-4764-46a6-abe0-aea4c0cb380f,cb4bef50-23a1-4a02-8aa0-4e4ce298d729,9da1c8fe-8a00-484b-99d5-45425a870ee5,73.53,Sint impedit porro soluta.,2025-06-01T01:00:19.652612,2025-06-01T01:00:19.652612
9c479f8f-f4a7-4f06-ab9d-bd4b1a57181c,cb4bef50-23a1-4a02-8aa0-4e4ce298d729,011b831a-0a25-4861-9597-d4e17ef488fb,1.66,Sunt facere quibusdam expedita quod.,2025-06-01T01:00:19.652612,2025-06-01T01:00:19.652612
e46f884e-9266-4aa2-be05-2976edba7807,d8d841b0-e183-46d7-ad9c-5b70254f70ca,132e3bd4-ccf0-4df9-bdc2-808dcd41a14b,13.25,Non ad nihil explicabo praesentium.,2025-06-01T00:38:19.652612,2025-06-01T00:38:19.652612
4f0aa58d-b7b1-4580-a234-d29652474b94,d8d841b0-e183-46d7-ad9c-5b70254f70ca,d695a396-984d-48f6-9e46-b17ab71a4abf,50.63,Exercitationem deleniti reprehenderit blanditiis ipsam iusto.,2025-06-01T00:38:19.652612,2025-06-01T00:38:19.652612
91da65a3-c4bd-4dee-b1f9-69266927dc22,d8d841b0-e183-46d7-ad9c-5b70254f70ca,148a2f85-9d62-48dd-a784-3793312a8fc8,12.21,Nobis vero iure.,2025-06-01T00:38:19.652612,2025-06-01T00:38:19.652612
0cde3237-4fd8-483b-89e7-3b2db915e4e1,d8d841b0-e183-46d7-ad9c-5b70254f70ca,53079a39-bda0-41b9-8e62-eb459fbb9db4,33.14,Vitae maiores dicta aliquid repudiandae facere.,2025-06-01T00:38:19.652612,2025-06-01T00:38:19.652612
42cb97b5-d8a4-492f-8f68-10164c0c15e5,7919dcce-57ee-402b-b6ac-5891ed5b4cd2,b8c85881-5c46-404a-a88c-502e43211408,85.06,Vitae commodi reprehenderit iure modi perferendis natus.,2025-06-01T00:45:19.652612,2025-06-01T00:45:19.652612
164069cd-e029-48e5-84cf-9c50e44c08ea,7919dcce-57ee-402b-b6ac-5891ed5b4cd2,b45fe025-9d21-4a9e-9747-bef563074dce,81.16,Placeat odit nesciunt placeat.,2025-06-01T00:45:19.652612,2025-06-01T00:45:19.652612
b33159c7-b18c-493a-be73-52c7cd5a7214,8c84aa01-01c7-45c0-830a-6f9e45e2eae9,cae4d9e4-fda2-4561-aa0e-8d2975337c3b,43.37,Magni quis pariatur perferendis nobis.,2025-06-01T00:52:19.652612,2025-06-01T00:52:19.652612
8031f204-da05-4659-afe6-ee271ca2f219,8c84aa01-01c7-45c0-830a-6f9e45e2eae9,a085a884-de56-4d77-be2b-0841591ea5e5,46.52,Fugiat voluptate dolorem occaecati fugit possimus.,2025-06-01T00:52:19.652612,2025-06-01T00:52:19.652612
1e734c0c-173d-48d5-ad7c-de80a7fb089c,8c84aa01-01c7-45c0-830a-6f9e45e2eae9,0bea786b-5856-4323-a683-a063a7724591,4.38,Accusantium quis assumenda ea similique.,2025-06-01T00:52:19.652612,2025-06-01T00:52:19.652612
85145ed9-9d81-42f0-974e-8699791922f3,66dda0aa-0d75-4f9b-b7b4-509b79ad94a4,add924f5-3c8e-496d-92b8-992f3d1c51b1,14.05,Fugit placeat sunt reprehenderit dolor officia odit.,2025-06-01T00:30:19.652612,2025-06-01T00:30:19.652612
7be48091-4117-4d86-b31c-c26365e882df,66dda0aa-0d75-4f9b-b7b4-509b79ad94a4,fa2bbae6-494f-449a-9684-c86da5111580,3.83,Expedita pariatur nobis consequatur voluptate.,2025-06-01T00:30:19.652612,2025-06-01T00:30:19.652612
3fa7a890-d669-4617-9e2c-cbb74eac360e,7eb7c51d-1324-48c1-be91-0e6f4ebc7516,66ebb099-7d0b-4542-8c83-8a7a4f16f9fd,3.11,Quisquam occaecati labore quod.,2025-06-01T00:44:19.652612,2025-06-01T00:44:19.652612
2321de40-accd-4c5d-ab05-8a609ea8e202,7eb7c51d-1324-48c1-be91-0e6f4ebc7516,07145c07-a2b0-4d59-b64b-bf3fd9fa13b7,31.73,Fugit provident culpa repellat eos porro corrupti ut.,2025-06-01T00:44:19.652612,2025-06-01T00:44:19.652612
52987f3e-4d0e-4b82-b656-060cc7bb2db2,7eb7c51d-1324-48c1-be91-0e6f4ebc7516,0bea786b-5856-4323-a683-a063a7724591,5.76,Magnam tempore animi harum pariatur iste.,2025-06-01T00:44:19.652612,2025-06-01T00:44:19.652612
35cbf7dc-7c32-4136-aed8-e270aed3a3b5,7eb7c51d-1324-48c1-be91-0e6f4ebc7516,1d79e892-d67a-45f5-a4dd-d8297c888771,70.29,Repudiandae harum provident.,2025-06-01T00:44:19.652612,2025-06-01T00:44:19.652612
ef2cbbe2-a416-4b16-b2d4-ed0be033c9e8,a2ee4ffe-22d0-4873-a452-f627731e1459,0c191ada-8c0b-4070-b236-faf05acff65f,32.49,Doloremque atque eum pariatur asperiores repudiandae libero accusamus.,2025-06-01T00:30:19.652612,2025-06-01T00:30:19.652612
8c6e20fb-b5c9-477f-a312-816d87a02650,a2ee4ffe-22d0-4873-a452-f627731e1459,c0649ef9-364f-49e4-8054-ec2d7d73525e,22.55,Nemo impedit blanditiis nobis.,2025-06-01T00:30:19.652612,2025-06-01T00:30:19.652612
a98bcaa0-7c5a-4c11-9d89-99d3de754a92,9a6be1e3-a17d-4db7-962e-98f08f1d6653,ab44474e-a17a-44fa-bd00-f7f5cebc2f24,86.48,Corporis porro inventore ex voluptates saepe libero.,2025-06-01T00:37:19.652612,2025-06-01T00:37:19.652612
e8f79471-b4e1-40b8-9bf9-8ebb01814619,9a6be1e3-a17d-4db7-962e-98f08f1d6653,d887ab96-82db-4fce-a771-14df90c76e62,91.15,Magni et nihil suscipit.,2025-06-01T00:37:19.652612,2025-06-01T00:37:19.652612
2196e2d1-5bc0-4681-9228-f4d4913954bb,9a6be1e3-a17d-4db7-962e-98f08f1d6653,822755f9-57d0-40ce-9728-848fa5303b12,15.16,Animi rerum maiores sit in.,2025-06-01T00:37:19.652612,2025-06-01T00:37:19.652612
a1790014-65b0-4b53-a5fb-840a01ad91c5,9a6be1e3-a17d-4db7-962e-98f08f1d6653,adebb407-3dc4-4a7a-96b8-29f5fe0ef972,91.75,Nulla minima voluptatum quisquam.,2025-06-01T00:37:19.652612,2025-06-01T00:37:19.652612
231dd6fe-831b-4850-9b95-d381c193bd2b,087acee2-9ab3-48ad-8127-69a5e7aa3bac,fc9c5f22-0a0f-41c3-87c2-c23ae99621aa,99.16,Adipisci iste fuga asperiores expedita voluptatibus.,2025-06-01T00:38:19.652612,2025-06-01T00:38:19.652612
5902b544-c5dc-48b9-9a4a-4346d6a22e64,087acee2-9ab3-48ad-8127-69a5e7aa3bac,53079a39-bda0-41b9-8e62-eb459fbb9db4,25.13,Inventore voluptas sapiente eum voluptatibus.,2025-06-01T00:38:19.652612,2025-06-01T00:38:19.652612
a33a4ab6-86aa-4513-b588-d1f62537734c,087acee2-9ab3-48ad-8127-69a5e7aa3bac,759d5d0e-bdbb-4620-9fad-6976f56ebd1b,65.18,Architecto odit facilis ea iusto.,2025-06-01T00:38:19.652612,2025-06-01T00:38:19.652612
b2737f5a-0a78-4452-9aa0-cdd8aedeec97,087acee2-9ab3-48ad-8127-69a5e7aa3bac,4128c260-38c7-426f-949c-d42e0c18449b,36.21,Sint impedit vero quam modi.,2025-06-01T00:38:19.652612,2025-06-01T00:38:19.652612
cf29bb44-0b67-406b-9b9c-31b19cc0b8ca,93c0fa06-2851-46c7-be30-af08598fb709,13c1dd2f-0319-410d-bafe-f66ec6eabbac,26.81,Veritatis optio rem doloremque ipsam eligendi.,2025-06-01T00:22:19.652612,2025-06-01T00:22:19.652612
2c6d9fdf-e09f-47e1-b6b8-46b4d9354a59,93c0fa06-2851-46c7-be30-af08598fb709,eb829f4e-80ea-4713-bf03-5d934b180d40,14.4,Alias aliquam voluptatibus consequatur.,2025-06-01T00:22:19.652612,2025-06-01T00:22:19.652612
74077b9f-1996-43a5-81d7-6b8147be6ebd,93c0fa06-2851-46c7-be30-af08598fb709,2ec6162c-07b8-47c1-a18f-6c167a715270,39.98,Dicta vel minus et magnam praesentium.,2025-06-01T00:22:19.652612,2025-06-01T00:22:19.652612
87f98a22-bbd7-4cd3-9be1-7a3638284ffb,a2710642-a7f0-4521-9a7a-47a10090c8ee,598e8a1c-c2b0-49b1-8911-6b4cc3bdd3f5,37.08,Nulla fugit a iste.,2025-06-01T00:39:19.652612,2025-06-01T00:39:19.652612
c8565199-fe4d-4a06-b715-49f6cdf4f99d,a2710642-a7f0-4521-9a7a-47a10090c8ee,0562d3ba-9183-44b9-b5b7-e4adb5842cfd,26.39,Dignissimos facilis nemo repellendus rem dicta nobis beatae.,2025-06-01T00:39:19.652612,2025-06-01T00:39:19.652612
dd21ae37-34ae-471a-a7ed-5effc4e34ec0,aacae96d-025a-46d2-b2b7-201a62640437,08b5d952-51b8-4d68-89f2-43c82ad050a0,66.49,Assumenda ullam esse amet laborum enim veniam.,2025-06-01T00:39:19.652612,2025-06-01T00:39:19.652612
476d6537-a028-4944-9a69-5660ff218b40,aacae96d-025a-46d2-b2b7-201a62640437,4c17136b-6394-4426-90ef-49e4943f6d50,58.25,Provident rerum ullam nostrum suscipit ipsa ex.,2025-06-01T00:39:19.652612,2025-06-01T00:39:19.652612
c28f589d-8ee9-4050-a753-45cf7f61210a,483e2e04-9181-49e8-a74b-345769b79a84,4eba5584-49e1-4f9b-acaf-4a43bff313c8,38.24,Consectetur neque saepe ullam non saepe.,2025-06-01T00:56:19.652612,2025-06-01T00:56:19.652612
f18323fb-537b-4f36-be42-8ce15a5520a6,483e2e04-9181-49e8-a74b-345769b79a84,c0273693-2c34-4a06-b629-e3608bbc86d3,7.89,Ut blanditiis ducimus.,2025-06-01T00:56:19.652612,2025-06-01T00:56:19.652612
d44b0705-cfe3-476d-89ac-56ef0691d89b,e3655fac-db63-40ec-a245-7e825919da0b,e808f9d4-227a-4da7-8fd5-828c09fd8b1f,68.05,Magnam nam laboriosam consequuntur vel.,2025-06-01T00:31:19.652612,2025-06-01T00:31:19.652612
4661ddaa-a8bb-4dbc-9ca8-d329be2a8ae6,e3655fac-db63-40ec-a245-7e825919da0b,2595af82-f94d-4080-951b-c131cbc79a9f,30.47,Mollitia velit nostrum nesciunt.,2025-06-01T00:31:19.652612,2025-06-01T00:31:19.652612
9152ea22-4858-45d7-99a6-7e8e64f0fe57,e3655fac-db63-40ec-a245-7e825919da0b,2617c4eb-6558-4b91-9d2b-a41ef29b9258,17.72,Quidem reprehenderit accusamus excepturi repudiandae ducimus sint.,2025-06-01T00:31:19.652612,2025-06-01T00:31:19.652612
e7c6b9a2-a26b-4253-adde-5d3eb1194551,e3655fac-db63-40ec-a245-7e825919da0b,f88f9676-9bb0-454f-ada2-a979f178f946,11.3,Veniam incidunt consectetur natus impedit aspernatur.,2025-06-01T00:31:19.652612,2025-06-01T00:31:19.652612
bc2cceb7-1b6d-4c9d-93c7-8f0e35f95021,f9f29f7f-9542-4d50-8ef2-de5fd2ff74eb,460061ea-59c3-4385-b879-6338e2e3dec6,22.94,Eos placeat assumenda.,2025-06-01T00:27:19.652612,2025-06-01T00:27:19.652612
2b6b92f7-2bd0-4eee-9569-8ffecc9516ed,f9f29f7f-9542-4d50-8ef2-de5fd2ff74eb,94cd7583-c57d-42b2-9da7-2317c8d42c03,38.6,Eum similique voluptates enim excepturi cupiditate quas.,2025-06-01T00:27:19.652612,2025-06-01T00:27:19.652612
94571665-afba-4b14-a0a5-56655bd541f9,f9f29f7f-9542-4d50-8ef2-de5fd2ff74eb,e8d7eb9b-f320-4dfd-b7ac-3a84a9b91ebf,65.87,Deserunt ipsam doloribus.,2025-06-01T00:27:19.652612,2025-06-01T00:27:19.652612
8b0091e0-0af5-4f48-8e42-0177d076b02f,bc62456c-3f82-468b-8e31-7aa012f466b2,6edb9f8b-fe66-41d6-a1c2-347211828f0b,90.89,Sit earum explicabo.,2025-06-01T01:05:19.652612,2025-06-01T01:05:19.652612
cec3a24b-5fa8-4569-a0c4-e5e6f1ccd6c7,bc62456c-3f82-468b-8e31-7aa012f466b2,d887ab96-82db-4fce-a771-14df90c76e62,87.03,Quibusdam possimus recusandae sapiente sequi odit excepturi.,2025-06-01T01:05:19.652612,2025-06-01T01:05:19.652612
9b9b7d7a-e7f5-403d-ac91-c14e2507f8cd,bc62456c-3f82-468b-8e31-7aa012f466b2,16684aac-880e-4367-8862-03cf09709a93,60.51,Similique suscipit tempora quia.,2025-06-01T01:05:19.652612,2025-06-01T01:05:19.652612
781d0275-5963-4098-97bd-bce8f176cd63,bc62456c-3f82-468b-8e31-7aa012f466b2,d5d81c75-caa7-4d93-8bd9-a7b008951f88,39.8,Repellendus laboriosam odio.,2025-06-01T01:05:19.652612,2025-06-01T01:05:19.652612
460b0f16-bceb-4e6e-bc51-f841b6daafae,b4533c63-4f25-48e1-918d-1ae1694ff498,f2ac647d-3ea4-4412-9b7f-fe119a2aa076,43.4,Officia doloremque esse architecto maxime tenetur.,2025-06-01T00:28:19.652612,2025-06-01T00:28:19.652612
ec6d085d-9cd8-4896-8d8c-920a21b2cbfc,b4533c63-4f25-48e1-918d-1ae1694ff498,7174f6fb-ce40-4d29-a283-e7db4e2e1c72,41.13,Necessitatibus tempora alias saepe earum perferendis.,2025-06-01T00:28:19.652612,2025-06-01T00:28:19.652612
6e342205-69b6-4aff-b2de-94e6559bdac2,b4533c63-4f25-48e1-918d-1ae1694ff498,cb2854ea-9b60-46ab-85d6-a54927463f39,67.23,Reiciendis cupiditate quo cumque unde dolor eligendi eveniet.,2025-06-01T00:28:19.652612,2025-06-01T00:28:19.652612
