id_tramo_ruta,id_origen,id_destino,nombre_ruta,recorrido_km,distancia_km,tiempo_estimado,ruta_planificada,estado_ruta,fecha_creacion,fecha_actualizacion
141ca815-b079-4444-a6f0-e9397d0157df,ecf7af2d-adc1-4d74-b30d-72e126939c81,0f66fafe-cfb4-46e9-ae56-3d3114d7e4ef,"Ruta Terminal 1 - P5F2+CCF, Lurín 15823, Peru - Cliente Conectado 19 - 4W8W+3FR YUS.CT Park, Carabayllo 15121, Peru",68.28,0.44,1:33:02,"{(-76.849285,-12.276377),(-76.852544,-12.29482),(-76.844717,-12.30108),(-76.848843,-12.300031),(-76.975206,-12.221752),(-76.978613,-12.172377),(-76.974305,-12.055867),(-77.056148,-12.031279),(-77.056154,-12.031144),(-77.057476,-12.028709),(-77.060025,-12.012936),(-77.060431,-12.012585),(-77.060537,-12.011657),(-77.060606,-12.010621),(-77.060891,-12.008925),(-77.060887,-12.008797),(-77.061653,-12.004596),(-77.063054,-11.995492),(-77.063228,-11.995197),(-77.073778,-11.915619),(-77.067682,-11.902892),(-77.06737,-11.902308),(-77.067427,-11.901208),(-77.05504,-11.882505),(-77.055,-11.883089),(-77.054537,-11.883534),(-77.054035,-11.88393),(-77.053977,-11.884767)}",True,2025-06-05T00:08:26.373537,2025-06-05T00:08:26.373537
0a2d25f8-b99e-463a-9c43-14c42c6ecb9f,ecf7af2d-adc1-4d74-b30d-72e126939c81,da8c4d90-e4e5-4630-85e1-e36d55b81018,"Ruta Terminal 1 - P5F2+CCF, Lurín 15823, Peru - Cliente Conectado 20 - V5XF+73 Cieneguilla, Peru",29.79,0.18,1:04:04,"{(-76.849285,-12.276377),(-76.849001,-12.273426),(-76.853449,-12.271276),(-76.857752,-12.274685),(-76.862638,-12.270713),(-76.86497,-12.274161),(-76.866514,-12.273473),(-76.87109,-12.271901),(-76.873565,-12.270269),(-76.874477,-12.271648),(-76.883916,-12.260875),(-76.871156,-12.211319),(-76.861151,-12.171711),(-76.83268,-12.145407),(-76.821262,-12.129684),(-76.81398,-12.118624),(-76.833907,-12.103205),(-76.832836,-12.102533),(-76.829717,-12.099695)}",True,2025-06-05T00:08:26.765140,2025-06-05T00:08:26.765140
0b26342c-28ea-4993-b09e-737a8f63fbfb,5df247f6-73eb-42d6-bbab-11b401498bf0,ecf7af2d-adc1-4d74-b30d-72e126939c81,"Ruta Cliente Conectado 3 - 74J9+MQ Carabayllo, Peru - Terminal 1 - P5F2+CCF, Lurín 15823, Peru",105.39,0.56,2:28:06,"{(-76.878462,-11.715486),(-76.870858,-11.695747),(-77.003889,-11.856089),(-77.00532,-11.856331),(-77.005602,-11.855832),(-77.006114,-11.856218),(-77.006513,-11.855878),(-77.009156,-11.857208),(-77.009269,-11.857156),(-77.015861,-11.864421),(-77.036254,-11.893757),(-77.062362,-11.961255),(-77.06912,-11.962608),(-77.068571,-11.962004),(-77.049056,-12.03522),(-76.982285,-12.085444),(-76.979444,-12.102223),(-76.977378,-12.128775),(-76.977075,-12.177792),(-76.9736,-12.188745),(-76.84835,-12.300407),(-76.845119,-12.302262),(-76.852294,-12.294791),(-76.849285,-12.276377)}",True,2025-06-05T00:08:29.938192,2025-06-05T00:08:29.938192
e4c86372-e5ab-41b0-8c1e-75f37755a30c,5df247f6-73eb-42d6-bbab-11b401498bf0,3e44dcfc-1a2a-4be7-9ef2-753dd17104bb,"Ruta Cliente Conectado 3 - 74J9+MQ Carabayllo, Peru - Cliente Conectado 5 - QXFM+MJ Chorrillos, Peru",90.35,0.53,2:16:31,"{(-76.878462,-11.715486),(-76.870858,-11.695747),(-77.003889,-11.856089),(-77.00532,-11.856331),(-77.005602,-11.855832),(-77.006114,-11.856218),(-77.006513,-11.855878),(-77.009156,-11.857208),(-77.009269,-11.857156),(-77.015861,-11.864421),(-77.036254,-11.893757),(-77.062362,-11.961255),(-77.06912,-11.962608),(-77.068571,-11.962004),(-77.049056,-12.03522),(-76.982285,-12.085444),(-76.979444,-12.102223),(-76.977378,-12.128775),(-76.977075,-12.177792),(-76.9736,-12.188745),(-76.976945,-12.216935),(-76.979326,-12.21742),(-76.996765,-12.199807),(-76.996437,-12.200432),(-77.008949,-12.212467),(-77.011768,-12.211305),(-77.01327,-12.213325),(-77.013645,-12.21394)}",True,2025-06-05T00:08:30.429333,2025-06-05T00:08:30.429333
ecbfe562-9979-4dc3-919c-dee7c9cfb1cc,5df247f6-73eb-42d6-bbab-11b401498bf0,8be64eea-d053-4641-9522-d4a03129732c,"Ruta Cliente Conectado 3 - 74J9+MQ Carabayllo, Peru - Cliente Conectado 6 - 4VV3+94M, Ventanilla 07071, Peru",53.62,0.3,1:36:15,"{(-76.878462,-11.715486),(-76.870858,-11.695747),(-77.003889,-11.856089),(-77.00532,-11.856331),(-77.005602,-11.855832),(-77.006114,-11.856218),(-77.006513,-11.855878),(-77.009156,-11.857208),(-77.009269,-11.857156),(-77.015861,-11.864421),(-77.021175,-11.870172),(-77.027859,-11.864263),(-77.030571,-11.867439),(-77.03256,-11.85925),(-77.040351,-11.86346),(-77.041308,-11.863971),(-77.045232,-11.85874),(-77.067967,-11.863722),(-77.071851,-11.863912),(-77.070556,-11.866348),(-77.07248,-11.867593),(-77.072759,-11.867166),(-77.10267,-11.842144),(-77.110694,-11.83575),(-77.110858,-11.837341),(-77.125589,-11.849365),(-77.126061,-11.849265),(-77.126469,-11.847558),(-77.127264,-11.847813),(-77.136836,-11.849351),(-77.141446,-11.854801),(-77.143333,-11.854561),(-77.144613,-11.854341),(-77.145388,-11.855237),(-77.145741,-11.854961),(-77.14693,-11.856543),(-77.147101,-11.856411)}",True,2025-06-05T00:08:30.620878,2025-06-05T00:08:30.620878
ee265f2f-60ec-4acc-834e-b5a8accfa506,5df247f6-73eb-42d6-bbab-11b401498bf0,559a0ff4-c742-4d79-8f92-1c9f5543bda8,"Ruta Cliente Conectado 3 - 74J9+MQ Carabayllo, Peru - Cliente Conectado 7 - X4PJ+G3Q, Av. Colectora, Ate 15487, Peru",77.66,0.3,2:02:59,"{(-76.878462,-11.715486),(-76.870858,-11.695747),(-77.003889,-11.856089),(-77.00532,-11.856331),(-77.005602,-11.855832),(-77.006114,-11.856218),(-77.006513,-11.855878),(-77.009156,-11.857208),(-77.009269,-11.857156),(-77.015861,-11.864421),(-77.036254,-11.893757),(-77.062362,-11.961255),(-77.06912,-11.962608),(-77.068571,-11.962004),(-77.049056,-12.03522),(-76.995289,-12.029623),(-76.987931,-12.031852),(-76.905275,-12.015403),(-76.897623,-12.018104),(-76.897554,-12.018262),(-76.895713,-12.018102),(-76.868281,-12.00974),(-76.872108,-12.01316)}",True,2025-06-05T00:08:30.795879,2025-06-05T00:08:30.795879
55c30933-3b8f-46d0-b892-1b754ffbeabd,5df247f6-73eb-42d6-bbab-11b401498bf0,9fda846e-5971-4281-a160-e1a20e91b452,"Ruta Cliente Conectado 3 - 74J9+MQ Carabayllo, Peru - Cliente Conectado 10 - 423Q+957, San Antonio de Chaclla 15449, Peru",54.15,0.2,1:38:26,"{(-76.878462,-11.715486),(-76.870858,-11.695747),(-77.003889,-11.856089),(-77.00532,-11.856331),(-77.005602,-11.855832),(-77.006114,-11.856218),(-77.006513,-11.855878),(-77.009156,-11.857208),(-77.009269,-11.857156),(-77.015861,-11.864421),(-77.036254,-11.893757),(-77.036746,-11.894354),(-77.031049,-11.899309),(-77.03421,-11.908319),(-77.030342,-11.913513),(-77.03033,-11.914865),(-76.995257,-11.912455),(-76.966508,-11.911551),(-76.963122,-11.906652),(-76.96529,-11.905128),(-76.965566,-11.904625),(-76.960207,-11.896789),(-76.961416,-11.895899),(-76.962004,-11.896634)}",True,2025-06-05T00:08:31.302158,2025-06-05T00:08:31.302158
4a0bd31b-df36-488a-89e6-4fcc4db6a11c,5df247f6-73eb-42d6-bbab-11b401498bf0,aa68eac3-454c-4047-b9a5-dae853648b92,"Ruta Cliente Conectado 3 - 74J9+MQ Carabayllo, Peru - Cliente Conectado 11 - RX8G+86, Chorrillos 15066, Peru",76.67,0.49,2:18:34,"{(-76.878462,-11.715486),(-76.870858,-11.695747),(-77.003889,-11.856089),(-77.00532,-11.856331),(-77.005602,-11.855832),(-77.006114,-11.856218),(-77.006513,-11.855878),(-77.009156,-11.857208),(-77.009269,-11.857156),(-77.015861,-11.864421),(-77.036254,-11.893757),(-77.062362,-11.961255),(-77.06912,-11.962608),(-77.068571,-11.962004),(-77.049056,-12.03522),(-77.047093,-12.035808),(-77.046033,-12.03639),(-77.043676,-12.037851),(-77.042127,-12.055391),(-77.043685,-12.055524),(-77.04386,-12.056398),(-77.036867,-12.05582),(-77.036346,-12.057374),(-77.024402,-12.124838),(-77.024326,-12.127133),(-77.023447,-12.133968),(-77.025133,-12.135989),(-77.026559,-12.137618),(-77.02675,-12.141838),(-77.027536,-12.165506),(-77.027987,-12.165757),(-77.033547,-12.167164),(-77.036331,-12.169592),(-77.034625,-12.171577),(-77.031088,-12.174112),(-77.030293,-12.172847),(-77.024554,-12.184167)}",True,2025-06-05T00:08:31.493289,2025-06-05T00:08:31.493289
c59e919e-8008-47d8-a2d4-af61c335fce1,5df247f6-73eb-42d6-bbab-11b401498bf0,e0ce8946-f0f9-4ac8-b6ce-9d65b0a06a29,"Ruta Cliente Conectado 3 - 74J9+MQ Carabayllo, Peru - Cliente Conectado 12 - 55WM+3C San Antonio, Peru",72.71,0.11,3:27:35,"{(-76.878462,-11.715486),(-76.870858,-11.695747),(-76.794302,-11.672567),(-76.728743,-11.655346),(-76.68203,-11.695426),(-76.676049,-11.710751),(-76.716757,-11.760937),(-76.720138,-11.75843),(-76.740274,-11.760988),(-76.799003,-11.795513)}",True,2025-06-05T00:08:31.666347,2025-06-05T00:08:31.666347
c68cdaf9-5d9e-4805-aa6d-fbb8c0b70f27,5df247f6-73eb-42d6-bbab-11b401498bf0,7045a27b-19a6-4d6d-bc9f-c5f93d84e28b,"Ruta Cliente Conectado 3 - 74J9+MQ Carabayllo, Peru - Cliente Conectado 14 - 7VJJ+8X Ancón, Peru",63.28,0.24,1:40:30,"{(-76.878462,-11.715486),(-76.870858,-11.695747),(-77.003889,-11.856089),(-77.00532,-11.856331),(-77.005602,-11.855832),(-77.006114,-11.856218),(-77.006513,-11.855878),(-77.009156,-11.857208),(-77.009269,-11.857156),(-77.015861,-11.864421),(-77.021175,-11.870172),(-77.027859,-11.864263),(-77.030571,-11.867439),(-77.03256,-11.85925),(-77.040351,-11.86346),(-77.041308,-11.863971),(-77.045232,-11.85874),(-77.067967,-11.863722),(-77.071851,-11.863912),(-77.070556,-11.866348),(-77.07248,-11.867593),(-77.072759,-11.867166),(-77.10267,-11.842144),(-77.158084,-11.781231),(-77.130199,-11.73085),(-77.129776,-11.730407),(-77.130211,-11.729012),(-77.128878,-11.727744),(-77.127021,-11.725903)}",True,2025-06-05T00:08:32.005363,2025-06-05T00:08:32.005363
8ed87dc1-0cae-441c-9d2d-85824a6e7900,5df247f6-73eb-42d6-bbab-11b401498bf0,64b21638-2d9c-4a79-b060-a1a52c56ec42,"Ruta Cliente Conectado 3 - 74J9+MQ Carabayllo, Peru - Cliente Conectado 17 - G5WF+7P Pucusana, Peru",131.82,0.74,2:55:59,"{(-76.878462,-11.715486),(-76.870858,-11.695747),(-77.003889,-11.856089),(-77.00532,-11.856331),(-77.005602,-11.855832),(-77.006114,-11.856218),(-77.006513,-11.855878),(-77.009156,-11.857208),(-77.009269,-11.857156),(-77.015861,-11.864421),(-77.036254,-11.893757),(-77.062362,-11.961255),(-77.06912,-11.962608),(-77.068571,-11.962004),(-77.049056,-12.03522),(-76.982285,-12.085444),(-76.979444,-12.102223),(-76.977378,-12.128775),(-76.977075,-12.177792),(-76.9736,-12.188745),(-76.752355,-12.462054),(-76.75231,-12.464491),(-76.772968,-12.482434),(-76.788965,-12.493429),(-76.794443,-12.489098),(-76.79541,-12.485765),(-76.797054,-12.485379),(-76.796805,-12.484405),(-76.797486,-12.482635),(-76.79723,-12.482445),(-76.797506,-12.481799),(-76.797788,-12.481967),(-76.798069,-12.481382),(-76.798542,-12.481612),(-76.798744,-12.481126),(-76.799519,-12.481333),(-76.800605,-12.480148)}",True,2025-06-05T00:08:32.509437,2025-06-05T00:08:32.509437
8400b397-0e6f-4e2e-b500-2ac5e26c5a2f,5df247f6-73eb-42d6-bbab-11b401498bf0,b11b32f1-6bee-4c28-83b3-58db8012dda4,"Ruta Cliente Conectado 3 - 74J9+MQ Carabayllo, Peru - Cliente Conectado 18 - La Capitana 20, Lima 15461, Peru",73.91,0.28,1:57:02,"{(-76.878462,-11.715486),(-76.870858,-11.695747),(-77.003889,-11.856089),(-77.00532,-11.856331),(-77.005602,-11.855832),(-77.006114,-11.856218),(-77.006513,-11.855878),(-77.009156,-11.857208),(-77.009269,-11.857156),(-77.015861,-11.864421),(-77.036254,-11.893757),(-77.062362,-11.961255),(-77.06912,-11.962608),(-77.068571,-11.962004),(-77.049056,-12.03522),(-76.995289,-12.029623),(-76.987931,-12.031852),(-76.912386,-12.018646),(-76.912496,-12.006115),(-76.914047,-12.005237),(-76.912172,-12.001807),(-76.912365,-12.001702),(-76.912811,-12.002488),(-76.91319,-12.00232)}",True,2025-06-05T00:08:32.691497,2025-06-05T00:08:32.691497
f0d245c0-77cf-4c12-a74c-069b3c48a566,5df247f6-73eb-42d6-bbab-11b401498bf0,0f66fafe-cfb4-46e9-ae56-3d3114d7e4ef,"Ruta Cliente Conectado 3 - 74J9+MQ Carabayllo, Peru - Cliente Conectado 19 - 4W8W+3FR YUS.CT Park, Carabayllo 15121, Peru",41.1,0.24,1:11:02,"{(-76.878462,-11.715486),(-76.870858,-11.695747),(-77.003889,-11.856089),(-77.00532,-11.856331),(-77.005602,-11.855832),(-77.006114,-11.856218),(-77.006513,-11.855878),(-77.009156,-11.857208),(-77.009269,-11.857156),(-77.015861,-11.864421),(-77.021175,-11.870172),(-77.027859,-11.864263),(-77.030571,-11.867439),(-77.032256,-11.860319),(-77.036437,-11.862515),(-77.035042,-11.865035),(-77.037113,-11.866078),(-77.035466,-11.867387),(-77.042341,-11.872459),(-77.046999,-11.876083),(-77.055017,-11.882494),(-77.055,-11.883089),(-77.054537,-11.883534),(-77.054035,-11.88393),(-77.053977,-11.884767)}",True,2025-06-05T00:08:32.878069,2025-06-05T00:08:32.878069
9bfc8fd9-c60b-4a79-a2ce-9529d45d1512,5df247f6-73eb-42d6-bbab-11b401498bf0,da8c4d90-e4e5-4630-85e1-e36d55b81018,"Ruta Cliente Conectado 3 - 74J9+MQ Carabayllo, Peru - Cliente Conectado 20 - V5XF+73 Cieneguilla, Peru",91.97,0.39,2:43:16,"{(-76.878462,-11.715486),(-76.870858,-11.695747),(-77.003889,-11.856089),(-77.00532,-11.856331),(-77.005602,-11.855832),(-77.006114,-11.856218),(-77.006513,-11.855878),(-77.009156,-11.857208),(-77.009269,-11.857156),(-77.015861,-11.864421),(-77.036254,-11.893757),(-77.062362,-11.961255),(-77.06912,-11.962608),(-77.068571,-11.962004),(-77.049056,-12.03522),(-76.974857,-12.055312),(-76.974896,-12.058095),(-76.974674,-12.058989),(-76.968431,-12.056408),(-76.964912,-12.064875),(-76.944448,-12.057189),(-76.940493,-12.064474),(-76.935587,-12.075566),(-76.93501,-12.075923),(-76.868337,-12.086301),(-76.814098,-12.118546),(-76.833907,-12.103205),(-76.832836,-12.102533),(-76.829717,-12.099695)}",True,2025-06-05T00:08:33.053298,2025-06-05T00:08:33.053298
ce11b06a-1c02-4a2b-a9b9-0f8812352400,3e44dcfc-1a2a-4be7-9ef2-753dd17104bb,ecf7af2d-adc1-4d74-b30d-72e126939c81,"Ruta Cliente Conectado 5 - QXFM+MJ Chorrillos, Peru - Terminal 1 - P5F2+CCF, Lurín 15823, Peru",26.18,0.18,0:33:40,"{(-77.013645,-12.21394),(-77.01327,-12.213325),(-77.011987,-12.211365),(-77.011768,-12.211305),(-77.008539,-12.212571),(-76.99634,-12.200548),(-76.97891,-12.217802),(-76.975977,-12.221214),(-76.84835,-12.300407),(-76.845119,-12.302262),(-76.852294,-12.294791),(-76.849285,-12.276377)}",True,2025-06-05T00:08:36.362060,2025-06-05T00:08:36.362060
2228a211-5666-4295-aebb-3d610c9492f7,3e44dcfc-1a2a-4be7-9ef2-753dd17104bb,5df247f6-73eb-42d6-bbab-11b401498bf0,"Ruta Cliente Conectado 5 - QXFM+MJ Chorrillos, Peru - Cliente Conectado 3 - 74J9+MQ Carabayllo, Peru",90.54,0.53,2:22:39,"{(-77.013645,-12.21394),(-77.01327,-12.213325),(-77.011987,-12.211365),(-77.011768,-12.211305),(-77.008539,-12.212571),(-76.99634,-12.200548),(-76.97891,-12.217802),(-76.978631,-12.217879),(-76.978613,-12.172377),(-76.974305,-12.055867),(-77.056148,-12.031279),(-77.056154,-12.031144),(-77.057476,-12.028709),(-77.060025,-12.012936),(-77.060431,-12.012585),(-77.060537,-12.011657),(-77.060606,-12.010621),(-77.060891,-12.008925),(-77.060887,-12.008797),(-77.061653,-12.004596),(-77.063054,-11.995492),(-77.063228,-11.995197),(-77.06793,-11.965097),(-77.065656,-11.962182),(-77.062954,-11.961831),(-77.02105,-11.870352),(-77.015793,-11.864662),(-77.009269,-11.857156),(-77.009156,-11.857208),(-77.004275,-11.858067),(-76.870858,-11.695747),(-76.878462,-11.715486)}",True,2025-06-05T00:08:36.692061,2025-06-05T00:08:36.692061
