id_resultado_condicion_despacho,id_condicion_despacho
38ea08f5-38fe-4001-ae63-4c1f0e73245d,4c4de25f-e1e5-4e9b-a09e-d5e5e593aaa9
38ea08f5-38fe-4001-ae63-4c1f0e73245d,3f57ea70-8518-4a00-bf43-27e0c9631682
38ea08f5-38fe-4001-ae63-4c1f0e73245d,8063b5cf-96bd-4a71-887c-75449fb2d517
38ea08f5-38fe-4001-ae63-4c1f0e73245d,9ef461d1-d626-4836-a8cd-8714bf8ee6b3
38ea08f5-38fe-4001-ae63-4c1f0e73245d,1a7d5ce2-5fac-4b92-b1a7-4569fdcd3943
38ea08f5-38fe-4001-ae63-4c1f0e73245d,87cf74a8-2ea2-4a31-a9a3-a07d4fe5ac57
38ea08f5-38fe-4001-ae63-4c1f0e73245d,966e4c4a-cf5e-4cfd-a339-a3ddfc6236af
7e653ca1-072e-4ce0-8a89-f84a9a72b767,832a9c2c-0786-4188-ad15-0f07ae26b7cc
7e653ca1-072e-4ce0-8a89-f84a9a72b767,8bc19df7-e681-4c42-8689-7e9d8155c376
7e653ca1-072e-4ce0-8a89-f84a9a72b767,09b10348-3d38-4805-9f6c-2708449f74ba
7e653ca1-072e-4ce0-8a89-f84a9a72b767,f631d3e4-cd3d-48b2-9e22-ae058fbc6488
7e653ca1-072e-4ce0-8a89-f84a9a72b767,effb1db0-447c-497e-b8e9-a43eccaf87ab
9f92e62b-c870-41c3-88cd-746f735bbd41,59fcf699-db3a-4652-a94b-d673bf14f88c
9f92e62b-c870-41c3-88cd-746f735bbd41,6e190525-f8b4-4407-81c1-a4f424c7cc09
9f92e62b-c870-41c3-88cd-746f735bbd41,24f0d7a1-d79f-4493-9bff-fb1427b88134
9f92e62b-c870-41c3-88cd-746f735bbd41,c0e1a2db-176a-4589-a127-90ef2bd3a9d7
9f92e62b-c870-41c3-88cd-746f735bbd41,a650341e-9834-4dec-ae08-4186702ddfff
9f92e62b-c870-41c3-88cd-746f735bbd41,17972a82-7679-4d50-a858-bdbdcfcf5410
3edf6e15-c5e9-4374-a25a-bca1fb346d67,a30c839d-a65e-4002-9c12-1ae462d5e49e
3edf6e15-c5e9-4374-a25a-bca1fb346d67,d9cdd07b-a463-472f-9c9f-3937b5054801
3edf6e15-c5e9-4374-a25a-bca1fb346d67,80e9269c-b8f8-415d-8cb2-ed6d8112b8cb
3edf6e15-c5e9-4374-a25a-bca1fb346d67,40ce6af8-52b4-4d81-b2a2-6cd064259874
3edf6e15-c5e9-4374-a25a-bca1fb346d67,ca590e6c-6119-41e6-9125-0c5b1cc8cc35
3edf6e15-c5e9-4374-a25a-bca1fb346d67,e41398a5-2700-44aa-b643-b35b4e43b4a2
d455fe28-a1cb-488e-bb36-fd35a13a89b2,0edc7fdc-e483-4bdf-baeb-169d8002f2d8
d455fe28-a1cb-488e-bb36-fd35a13a89b2,c58b7c92-fa3f-4844-b47f-2c7532a8f9ee
d455fe28-a1cb-488e-bb36-fd35a13a89b2,a446fc9b-dd2c-491d-a9d3-bd6bb083fefd
d455fe28-a1cb-488e-bb36-fd35a13a89b2,085610d1-da90-49fc-a39f-34404f950e2a
d455fe28-a1cb-488e-bb36-fd35a13a89b2,489dfc38-b330-4e91-90cf-6798e72269af
92ac5cf0-c6a7-4cb7-8631-647f9eae1460,d8a56363-d61c-4bed-89d2-bd4803f88e33
92ac5cf0-c6a7-4cb7-8631-647f9eae1460,7926068f-460b-4a8d-bab7-45338788e54a
92ac5cf0-c6a7-4cb7-8631-647f9eae1460,de203afc-4788-4b33-a3c4-b44ad01317e0
92ac5cf0-c6a7-4cb7-8631-647f9eae1460,8aa13427-7495-47fa-a54e-5ba095c30b04
92ac5cf0-c6a7-4cb7-8631-647f9eae1460,26da6d38-31cc-49ee-ab73-b0aa44a9a34e
4c1d6f90-8b44-4a3f-9c13-bd04ad95c86e,1db72804-318f-4f2c-9602-e632515f3eed
4c1d6f90-8b44-4a3f-9c13-bd04ad95c86e,4e1361bb-aeb7-41ba-a6a8-00d0ba2c5506
4c1d6f90-8b44-4a3f-9c13-bd04ad95c86e,f42052ff-378d-4bb9-8791-e368f7de67f2
4c1d6f90-8b44-4a3f-9c13-bd04ad95c86e,ee4cbfdd-6429-462b-b2c6-b9979a770358
4c1d6f90-8b44-4a3f-9c13-bd04ad95c86e,981ef23b-e6a3-4dbe-80db-1673a8c0be16
4c1d6f90-8b44-4a3f-9c13-bd04ad95c86e,0e4f56ef-aa67-4009-9f7c-8dddbef95881
e2c11bf0-87eb-4e15-a8cc-8d8154fe46d0,9253ba27-672a-4ff7-8f2a-bfa63a4188c6
e2c11bf0-87eb-4e15-a8cc-8d8154fe46d0,bab354dd-d84a-4728-9ac3-ce61f32d5d49
e2c11bf0-87eb-4e15-a8cc-8d8154fe46d0,0e9ff1d2-b336-4e00-a6c4-5bc64e5e7f8d
e2c11bf0-87eb-4e15-a8cc-8d8154fe46d0,27516592-cdde-4a42-9b08-14fd29b1867b
e2c11bf0-87eb-4e15-a8cc-8d8154fe46d0,a3ea019d-90c2-4fe0-aad9-3d99e83087b3
e2c11bf0-87eb-4e15-a8cc-8d8154fe46d0,c744d834-0dd3-4f1b-a56a-1f13783d2631
e2c11bf0-87eb-4e15-a8cc-8d8154fe46d0,f145d2b3-cd0c-46b6-8eeb-1a83a8cd6250
969e6e58-b37e-47ef-891b-5543dcf19aa5,29aed653-f42c-471c-9e70-162326657438
969e6e58-b37e-47ef-891b-5543dcf19aa5,b368778b-ae10-46d6-ae2a-6b81683b2acd
969e6e58-b37e-47ef-891b-5543dcf19aa5,bacba0f2-1dfa-4f97-845d-81553b5a23fa
969e6e58-b37e-47ef-891b-5543dcf19aa5,53548b73-bdc3-404b-848c-08bf2847b122
969e6e58-b37e-47ef-891b-5543dcf19aa5,60e6ecbc-2865-4854-93ff-68f598d5a6be
969e6e58-b37e-47ef-891b-5543dcf19aa5,30d7dece-7a22-4cb2-9e1a-fedd4e5900c1
f8073dc8-75ea-4679-9db8-40e5c5b51ca0,3cd44468-a469-48fd-9b61-fecdc056b323
f8073dc8-75ea-4679-9db8-40e5c5b51ca0,dc0a3308-95fe-47ef-898c-dfbc94c1790b
f8073dc8-75ea-4679-9db8-40e5c5b51ca0,54b0dad7-7f66-4e63-8c54-c4adc8d156ad
f8073dc8-75ea-4679-9db8-40e5c5b51ca0,39f13a35-544b-4242-b770-63f0feac872d
3683ecb6-86db-4519-8b03-2c18fda9d8b2,ba52de97-b3d9-4622-8b86-cab93a45e7ac
3683ecb6-86db-4519-8b03-2c18fda9d8b2,14d05644-712b-41e6-ba1a-06053d7a6026
3683ecb6-86db-4519-8b03-2c18fda9d8b2,cd21c963-d80b-4990-a50d-06949300041e
3683ecb6-86db-4519-8b03-2c18fda9d8b2,66aa117b-82b9-4342-93fb-2993f56dcfa9
3683ecb6-86db-4519-8b03-2c18fda9d8b2,432013d8-888a-4dbc-a891-a45a0ee582e6
3683ecb6-86db-4519-8b03-2c18fda9d8b2,3152d4bd-97c7-4de7-80fa-38b93335abe7
3683ecb6-86db-4519-8b03-2c18fda9d8b2,10eae679-3602-4e20-82b0-47d45351d946
57ccd166-ea82-434b-8fac-18a3dbdfecb3,b2b6ab3d-3510-453e-9db1-ec26069da444
57ccd166-ea82-434b-8fac-18a3dbdfecb3,11831170-a4a5-41d0-9345-c977382babdb
57ccd166-ea82-434b-8fac-18a3dbdfecb3,3971eba0-cb1b-4099-88df-fb7d4314e5c9
57ccd166-ea82-434b-8fac-18a3dbdfecb3,e432e237-752b-402d-adaa-f83736267b6f
57ccd166-ea82-434b-8fac-18a3dbdfecb3,34a1a81d-ab9c-4410-bcb9-72c6c1a04328
57ccd166-ea82-434b-8fac-18a3dbdfecb3,297cc442-95c1-43ae-b345-680939631a76
f671edf3-688d-4ace-95ac-558f2e679e59,e98287ea-fcea-49ce-af02-fd50616f8ffb
f671edf3-688d-4ace-95ac-558f2e679e59,28a1e00c-e7fb-4580-81b8-a06d10196c03
f671edf3-688d-4ace-95ac-558f2e679e59,bf86e975-4d3a-4ea9-aa5e-1afde433f822
f671edf3-688d-4ace-95ac-558f2e679e59,21def2f9-46be-4e14-b3d9-f6939be7de23
3c882adc-c9cf-4d30-ae98-0d24659a19e4,644df8d2-f89f-4856-98fb-a37217cdb9a6
3c882adc-c9cf-4d30-ae98-0d24659a19e4,31dee0d6-e000-4bf5-b2d5-3354d60183d0
3c882adc-c9cf-4d30-ae98-0d24659a19e4,4efed6c1-5b33-46a1-9af4-4e6242962c0f
3c882adc-c9cf-4d30-ae98-0d24659a19e4,4a5580e5-3d52-4492-a22d-971f7b595cb4
3c882adc-c9cf-4d30-ae98-0d24659a19e4,4fca71a4-2399-467f-a336-179568ac1c88
3c882adc-c9cf-4d30-ae98-0d24659a19e4,8c9fff4d-000c-49ac-8c6d-979c9f8b9a06
976f6563-5297-4e1a-9a43-f121eea0b345,ea292f7b-61ea-43b3-bdee-0e38a6351aec
976f6563-5297-4e1a-9a43-f121eea0b345,9aeea526-d706-41db-becb-4ec8098a07ae
976f6563-5297-4e1a-9a43-f121eea0b345,201d41d9-3a92-41f1-ab8f-f964db54c827
976f6563-5297-4e1a-9a43-f121eea0b345,a26849c1-ba63-4d46-8096-f9ec5e5b8279
976f6563-5297-4e1a-9a43-f121eea0b345,b5f56f9f-f06b-4100-ab95-a1cde15d6d70
976f6563-5297-4e1a-9a43-f121eea0b345,dd01aec3-8ad9-4503-800b-646e33fbf9ea
976f6563-5297-4e1a-9a43-f121eea0b345,cfd89241-eebd-4c5a-8a50-55402d04bc7b
dcbb0486-a257-404f-9304-65dd3a190bb6,6a1ff36b-5a93-463f-8c75-486716b19e06
dcbb0486-a257-404f-9304-65dd3a190bb6,cdd0f1eb-7a76-44ef-81ef-d27ae8378e2a
dcbb0486-a257-404f-9304-65dd3a190bb6,984abc67-a07d-482c-a48e-fc124491ebac
dcbb0486-a257-404f-9304-65dd3a190bb6,4943bb5d-83c1-47f2-8780-9bf4888eff0b
dcbb0486-a257-404f-9304-65dd3a190bb6,a6647c35-7ca7-4ec3-8621-88a57ef34a61
8d5c875f-5013-4e4a-a44b-224f94da7402,71169196-515e-4421-b4c1-b05ed5d23a80
8d5c875f-5013-4e4a-a44b-224f94da7402,ba6171b6-314c-4db4-9084-b4a6b7e25852
8d5c875f-5013-4e4a-a44b-224f94da7402,0c2e624e-fad1-405f-939b-219096392712
8d5c875f-5013-4e4a-a44b-224f94da7402,1da35667-578b-482b-99a2-70b96cfb360f
8d5c875f-5013-4e4a-a44b-224f94da7402,61273cbc-802b-455a-bc05-2ece92ff9175
8d5c875f-5013-4e4a-a44b-224f94da7402,511b564e-3a9f-42c5-a7be-e7b2aa8ebcdd
8d5c875f-5013-4e4a-a44b-224f94da7402,6dfc30c7-c775-481a-a7ac-53fc5aed0a9f
3361176f-3e71-4eea-b2e4-628451836818,a2bc0f39-dddd-43c6-b157-35ce363fc64b
3361176f-3e71-4eea-b2e4-628451836818,562f4d18-cbb2-4e26-a36d-0e71c663aa01
3361176f-3e71-4eea-b2e4-628451836818,8d69bbc7-1f22-4580-97b0-808a9aa2ffbf
3361176f-3e71-4eea-b2e4-628451836818,f1992711-d7de-449f-84cf-b517ade8168e
3361176f-3e71-4eea-b2e4-628451836818,cb3c94c5-0510-46b0-b8d1-bca11596c9ee
3361176f-3e71-4eea-b2e4-628451836818,bfe70d89-8dc3-4164-a14e-65e5886e36b7
8503f280-c520-4b84-a8cb-1364f07e111d,5c6f02fc-2035-4afb-a080-b48b95bad576
8503f280-c520-4b84-a8cb-1364f07e111d,33e07d9e-d177-474a-ac67-488637fc4c64
8503f280-c520-4b84-a8cb-1364f07e111d,c213a69e-679b-49b2-84fa-533cc6b91391
8503f280-c520-4b84-a8cb-1364f07e111d,4cb4450d-d2c7-4c50-8710-9b17c0e3a8ab
8503f280-c520-4b84-a8cb-1364f07e111d,9faddbb4-52f1-44ef-8152-a71bb1ba02c4
423d74da-2c84-4771-9bc5-a581be3a476c,b5f1f3e5-756e-4f02-afb0-a404589fa2f9
423d74da-2c84-4771-9bc5-a581be3a476c,6ee955b9-630f-4ff7-a92f-b30483661cea
423d74da-2c84-4771-9bc5-a581be3a476c,c6c81b42-0d73-4ca8-9668-79b80f898cc9
423d74da-2c84-4771-9bc5-a581be3a476c,9f91998c-fc7e-4cd8-aab1-2cebdf5057ca
cc01f3b6-089a-43df-be6d-1aa02a85ce91,4525600a-e378-4e3f-962f-86f000a7b13a
cc01f3b6-089a-43df-be6d-1aa02a85ce91,59479336-7c97-4705-9a65-6a82b7b0c1b8
cc01f3b6-089a-43df-be6d-1aa02a85ce91,c518c102-5ba9-45c3-9f95-489e0c23e0a3
cc01f3b6-089a-43df-be6d-1aa02a85ce91,4cb1de30-bae5-4189-92a3-ffc4517a7679
cc01f3b6-089a-43df-be6d-1aa02a85ce91,5b584c4a-ec61-4e08-bb71-7a449eefa7d9
6a673bf2-8b91-40c8-b14a-6243580f9564,c740994d-88cd-415f-90bb-71efd36253a0
6a673bf2-8b91-40c8-b14a-6243580f9564,14037104-d87f-49f4-a3b3-9670a274977d
6a673bf2-8b91-40c8-b14a-6243580f9564,2d7a1caf-96c0-45df-b39d-df4b8f12f3fc
6a673bf2-8b91-40c8-b14a-6243580f9564,27fc9e1b-0d1d-49e3-bd17-16e3847871d5
6a673bf2-8b91-40c8-b14a-6243580f9564,3c8205b9-a97e-4a87-bf3b-99e0a639af4a
96d2b5a9-2bf3-441f-877b-03d81148caf9,8ec909c7-0687-42e0-92d2-8e11bc44d0d3
96d2b5a9-2bf3-441f-877b-03d81148caf9,aa78e79d-4172-4dbd-98e6-221edd74d567
96d2b5a9-2bf3-441f-877b-03d81148caf9,8e339bdf-e698-4f54-af05-a2c3c093b6bd
96d2b5a9-2bf3-441f-877b-03d81148caf9,ffda075a-b837-452d-a428-3802c2c9f345
96d2b5a9-2bf3-441f-877b-03d81148caf9,326d523f-5805-4c3d-9825-88d3c8c45069
96d2b5a9-2bf3-441f-877b-03d81148caf9,8cf27af7-82f0-45d0-a27d-0a38e9147080
96d2b5a9-2bf3-441f-877b-03d81148caf9,6cd191e1-dd9b-434a-a56b-09405f009794
42a7f69f-913b-4be6-a27e-8cd2c61ab6d1,b0c6ab77-570f-4781-9a22-43c157846846
42a7f69f-913b-4be6-a27e-8cd2c61ab6d1,cfdd71e5-c461-41d6-9861-5ed25c4acf4c
42a7f69f-913b-4be6-a27e-8cd2c61ab6d1,06cff256-acc6-42d9-bced-c0cd407959f3
42a7f69f-913b-4be6-a27e-8cd2c61ab6d1,f76737c7-7ce1-4d26-ac1a-a36b5b7e8b51
42a7f69f-913b-4be6-a27e-8cd2c61ab6d1,f32bdc9d-41f6-4eb2-95d8-dca457146ddf
42a7f69f-913b-4be6-a27e-8cd2c61ab6d1,d677052e-0863-4347-99fe-8fa2ab931a00
7375bad3-6630-4b9c-9f7a-ca47661b4908,8928f62a-e271-4400-89cd-7e4f8e25ebe2
7375bad3-6630-4b9c-9f7a-ca47661b4908,8c208726-7faa-49f6-bc72-ecdcf88e17ae
7375bad3-6630-4b9c-9f7a-ca47661b4908,07eac0d9-4d1c-4157-92af-8c2f7b7e9d0d
7375bad3-6630-4b9c-9f7a-ca47661b4908,604d7f47-2511-471a-9cd7-4903678610b2
7375bad3-6630-4b9c-9f7a-ca47661b4908,25ab9043-f92d-4dbd-99c9-b7315fb3872e
7375bad3-6630-4b9c-9f7a-ca47661b4908,35a8159b-84d3-45c2-a705-746aafc7642c
7375bad3-6630-4b9c-9f7a-ca47661b4908,4bfff987-da80-48d2-aff7-2826808610ab
b82f7953-3510-4d1f-8095-7c01d2677c63,22d4f937-cf68-43a9-b767-b3d45b739fb8
b82f7953-3510-4d1f-8095-7c01d2677c63,956a1f74-9a72-40ee-be2c-6d524cc97350
b82f7953-3510-4d1f-8095-7c01d2677c63,5f9cb9e9-3d23-4111-8f95-4e54b43225f4
b82f7953-3510-4d1f-8095-7c01d2677c63,1393636f-9367-43c5-9bf0-48c5ef3397d1
b82f7953-3510-4d1f-8095-7c01d2677c63,5dadcd09-d56d-49e4-a586-76ce3806ddf3
b0a6851f-67e6-4a95-89bc-2677c36dff41,76fe215c-8a0d-4493-96ac-23c5cc00e8ad
b0a6851f-67e6-4a95-89bc-2677c36dff41,3005231a-bb63-450e-a895-8635357c5f98
b0a6851f-67e6-4a95-89bc-2677c36dff41,769970c0-29e7-42b9-9996-52a06c1783bb
b0a6851f-67e6-4a95-89bc-2677c36dff41,1190c293-859a-4833-bcdc-4d7a24d35f93
27994dbf-2850-4439-a58b-814c834a1e2c,bbeadcd6-9ac2-4066-9123-d59eb5fd0d4b
27994dbf-2850-4439-a58b-814c834a1e2c,4161596b-0e0a-42c3-a5ea-633e0d5c357f
27994dbf-2850-4439-a58b-814c834a1e2c,13680e3c-7fa9-4ad5-80cb-0580501a2425
27994dbf-2850-4439-a58b-814c834a1e2c,1b6e9ef2-b9f5-46a0-b96f-1a77998f4258
27994dbf-2850-4439-a58b-814c834a1e2c,654cd468-8e1f-4a6d-a52d-295ab7db52c2
6b2a04e1-5f3b-48d2-ae78-fa755df48248,f3717a3d-28e2-4800-bed0-d3be22cb9c51
6b2a04e1-5f3b-48d2-ae78-fa755df48248,8b4203d4-dd9e-4258-9604-3b0d34d67e80
6b2a04e1-5f3b-48d2-ae78-fa755df48248,94abeab6-5f4e-4e0e-b5b1-197fbf3ddd4a
6b2a04e1-5f3b-48d2-ae78-fa755df48248,5fd9a315-5dbd-428c-9a7e-4f317e31d025
6b2a04e1-5f3b-48d2-ae78-fa755df48248,2869d0d1-1bf5-44e5-a3e6-dce0ffcf002f
6b2a04e1-5f3b-48d2-ae78-fa755df48248,73fdc3ea-ced7-4d1d-bc8d-924c97bd3764
6b2a04e1-5f3b-48d2-ae78-fa755df48248,d5ac7ecd-e37f-40c4-8e78-15e1da8ed7c7
29cb70b8-7e3e-4437-ab6c-3fbf3aa76d8b,8f6abbd9-ce18-454f-b5e5-7d1d3d3cad52
29cb70b8-7e3e-4437-ab6c-3fbf3aa76d8b,5d293794-48ff-4e80-942e-4e5df5ada3a7
29cb70b8-7e3e-4437-ab6c-3fbf3aa76d8b,b9c1bd94-df99-48b3-a653-f7267b1d63eb
29cb70b8-7e3e-4437-ab6c-3fbf3aa76d8b,e02c2d1e-6e26-41c4-8964-82da77f6d7f4
29cb70b8-7e3e-4437-ab6c-3fbf3aa76d8b,dc0702a0-a864-45e7-b8c1-11659c9e4493
29cb70b8-7e3e-4437-ab6c-3fbf3aa76d8b,bb050b54-20dc-42cc-b021-2aaaadbf4cf3
29cb70b8-7e3e-4437-ab6c-3fbf3aa76d8b,47ba3b0c-3cfa-4714-b901-6a368dfa4b5d
725d9859-38a7-4e7e-aaa9-2480808355dd,bee28195-342b-40ad-a0e7-53af50ff2a07
725d9859-38a7-4e7e-aaa9-2480808355dd,dadc82cb-e979-43d5-af53-d10dfeddf8dc
725d9859-38a7-4e7e-aaa9-2480808355dd,47cd60da-a12d-47aa-a9d9-614ba686ff42
725d9859-38a7-4e7e-aaa9-2480808355dd,96b3070c-eddd-45e6-b69d-c9ad7bb93aa2
725d9859-38a7-4e7e-aaa9-2480808355dd,08385c33-eeec-4f55-8125-3858010043b8
1f79275b-b4ef-4536-af88-67e0e23eb0f8,339eab73-2a31-4899-b1f4-d16620a6205c
1f79275b-b4ef-4536-af88-67e0e23eb0f8,1e495a18-eefb-4aa6-b1df-c9b8f364b1cb
1f79275b-b4ef-4536-af88-67e0e23eb0f8,e8722df3-9532-4db0-9e52-8bb6a8c73cee
1f79275b-b4ef-4536-af88-67e0e23eb0f8,b35fa51e-8ffd-41f7-9ab9-9f9ac46cb48b
1f79275b-b4ef-4536-af88-67e0e23eb0f8,2f8044ed-066c-4890-9d99-46388c657eb6
739368f3-f084-408a-8853-2e0e4ba4b840,f9ac73a2-276e-4ebc-ab53-c230e67027a8
739368f3-f084-408a-8853-2e0e4ba4b840,2f483d5b-d69f-435c-951b-47d47a5ed7e7
739368f3-f084-408a-8853-2e0e4ba4b840,43b349df-47a2-43a9-a757-c25447abb0e8
739368f3-f084-408a-8853-2e0e4ba4b840,4f58ed65-f10c-436c-87b5-2acf4382e821
0a30397a-119d-49a1-ad89-93774a5b8764,9a132aca-2632-4258-ac34-f2c36965188f
0a30397a-119d-49a1-ad89-93774a5b8764,8d3a4b94-f9eb-47c5-b66e-c32e73ea20d5
0a30397a-119d-49a1-ad89-93774a5b8764,ae4817af-7280-4585-a5f0-dd40e4bc83a7
0a30397a-119d-49a1-ad89-93774a5b8764,d4cafb9e-9938-47df-98c0-b27d65906779
0a30397a-119d-49a1-ad89-93774a5b8764,d873344e-9fd2-4a07-8fd0-61485721328a
0a30397a-119d-49a1-ad89-93774a5b8764,233c4138-1147-48bb-9a78-47df501993da
0a30397a-119d-49a1-ad89-93774a5b8764,574ee059-2eff-4c82-8c8c-af4293d7736c
ec90ec83-eee4-4e5f-ac5b-ea90c89cb032,7d17a773-f101-40c4-b66b-fe0bf72a688e
ec90ec83-eee4-4e5f-ac5b-ea90c89cb032,e8623d4c-1afe-4be5-9d5b-fed3a2d90a7b
