id_detalle_orden,id_producto,id_orden_entrega,cantidad,precio_unitario,fecha_creacion,fecha_actualizacion
03a56b11-1042-48bc-bee1-2735b7cba0cd,1f62684e-7bdb-41a2-8ffb-74a66582d5b2,e33cc617-1b10-4874-a243-cff9a69feb30,91,47.86,2025-06-01T00:47:19.652612,2025-06-01T00:47:19.652612
47353fef-9130-4a2c-b76b-f39995cbdcbf,79f02e91-02e6-4265-b6b7-5f62615b0776,e33cc617-1b10-4874-a243-cff9a69feb30,32,55.56,2025-06-01T00:47:19.652612,2025-06-01T00:47:19.652612
3bd06087-4b8f-4cbf-b811-1bca8ccb2dfd,444c9bcd-716a-4e20-8cd1-91066a9f5172,e33cc617-1b10-4874-a243-cff9a69feb30,43,73.98,2025-06-01T00:47:19.652612,2025-06-01T00:47:19.652612
fa33c962-a28d-4281-acfe-6bab3735e9cb,f2e665a3-3b38-40ea-9921-acf4465737ae,87e29c86-5ea3-4435-a376-3bf58d648794,1,15.68,2025-06-01T00:35:19.652612,2025-06-01T00:35:19.652612
4d557c32-f9f3-47df-866e-3dcff7b33612,68ba5c5d-87b6-4f9b-acf6-a96d8070e75a,589fcc60-fc74-4e1e-90eb-65e9f60014e1,15,15.55,2025-06-01T00:44:19.652612,2025-06-01T00:44:19.652612
faa7908f-5572-43ca-b6a2-1302561353cf,584f3118-e966-4a2b-a5de-9993dcd4d36b,4f86985e-4822-4512-874b-eb2d713098d9,65,42.88,2025-06-01T00:44:19.652612,2025-06-01T00:44:19.652612
a23316d4-9bb4-4b7d-8a77-6f9b22dc1788,3d7e5325-a561-43ce-8999-8269a1e5bfe3,a993ae74-3dab-4fa6-8a89-5970c0483e8e,75,40.28,2025-06-01T00:34:19.652612,2025-06-01T00:34:19.652612
2bd826a5-cf41-4429-9440-d8b39890fce1,eb8ca321-ab60-4ce0-91ee-b7e30c5109ed,a993ae74-3dab-4fa6-8a89-5970c0483e8e,27,46.62,2025-06-01T00:34:19.652612,2025-06-01T00:34:19.652612
3411fd00-4cbb-46c4-82af-062ddf15f457,2fa06b4f-73db-41b5-a7ae-15ea2c1d4cf6,a993ae74-3dab-4fa6-8a89-5970c0483e8e,88,36.96,2025-06-01T00:34:19.652612,2025-06-01T00:34:19.652612
450940dc-1312-4bc7-850c-2ad0389a23a4,818e9adb-8355-40e4-939c-b09580019d76,4f2c6fde-fb08-432f-9c55-052703833b97,5,77.95,2025-06-01T00:40:19.652612,2025-06-01T00:40:19.652612
d91c7de5-2513-47fb-896c-e0f2b9d33361,6368a977-adc0-4dba-89f1-299aafee7a59,55ffa505-40fe-4385-a00e-ee032ee8dd73,76,21.59,2025-06-01T00:54:19.652612,2025-06-01T00:54:19.652612
fa2bbae6-494f-449a-9684-c86da5111580,2fa06b4f-73db-41b5-a7ae-15ea2c1d4cf6,55ffa505-40fe-4385-a00e-ee032ee8dd73,24,79.64,2025-06-01T00:54:19.652612,2025-06-01T00:54:19.652612
af3e9a96-346d-4a7d-a511-20e6d69184bf,8945ecdc-cabe-42d9-890d-ead381956bee,91105b0d-1858-4885-8b5e-9d7f8c3e692b,57,8.28,2025-06-01T00:56:19.652612,2025-06-01T00:56:19.652612
eb6adc7c-9aac-4957-a3af-8d4185ac4695,7859bb44-2440-460e-b912-30d894c53288,20c10c2b-d81d-4290-8fa2-db043bd73d70,100,83.79,2025-06-01T00:44:19.652612,2025-06-01T00:44:19.652612
fb01d36f-4058-4038-ab90-5a265b303964,dd943ef6-24be-4025-a14f-199030d7f57c,20c10c2b-d81d-4290-8fa2-db043bd73d70,48,80.09,2025-06-01T00:44:19.652612,2025-06-01T00:44:19.652612
99519746-fb7f-4f3c-a2ec-9e5e7afd71d9,bc6c8dd9-6ae1-463c-8764-c3f43b31649b,20c10c2b-d81d-4290-8fa2-db043bd73d70,69,96.42,2025-06-01T00:44:19.652612,2025-06-01T00:44:19.652612
561bf67a-0c6e-4390-a474-52927055c35b,c7f8a0db-362c-4fb0-b47d-0ff44455a1bc,408b1359-fc8e-4d18-a4b0-b8f0553074da,96,19.39,2025-06-01T00:31:19.652612,2025-06-01T00:31:19.652612
ea6936eb-84d8-494e-a1cf-77f5bc64eb7f,57a5f0ce-f344-42c7-a9b7-f7d76ca66458,408b1359-fc8e-4d18-a4b0-b8f0553074da,16,82.92,2025-06-01T00:31:19.652612,2025-06-01T00:31:19.652612
120fd363-4839-4e5b-a832-8b041ed4d966,c15528fa-4298-4318-986e-bdf9cc498e35,408b1359-fc8e-4d18-a4b0-b8f0553074da,87,60.58,2025-06-01T00:31:19.652612,2025-06-01T00:31:19.652612
9f24428f-a3b3-4fa1-88da-6defba5c6acd,3d7e5325-a561-43ce-8999-8269a1e5bfe3,4686a0e9-5d9c-425e-a664-1077e9d88500,65,94.14,2025-06-01T00:24:19.652612,2025-06-01T00:24:19.652612
e1f7011f-6e93-463a-a216-2969640c6d27,50624315-fa69-4149-91dc-672a8cb1bd7e,4686a0e9-5d9c-425e-a664-1077e9d88500,4,16.68,2025-06-01T00:24:19.652612,2025-06-01T00:24:19.652612
17e523d4-7e34-4a6f-99a7-8b1ccbb2f765,3f0bb671-2792-4263-9f2c-b1400f9fc266,4686a0e9-5d9c-425e-a664-1077e9d88500,4,91.5,2025-06-01T00:24:19.652612,2025-06-01T00:24:19.652612
3c3e4615-0717-46c3-ae77-fc364bf83999,265b8b13-12a5-492e-944c-e1b98f2c7c41,db93c64c-d094-4add-b5a8-356db3ed9bf6,26,14.14,2025-06-01T00:59:19.652612,2025-06-01T00:59:19.652612
148a2f85-9d62-48dd-a784-3793312a8fc8,3970cccf-887d-4d59-b07e-2ca7f2c0668f,db93c64c-d094-4add-b5a8-356db3ed9bf6,88,75.82,2025-06-01T00:59:19.652612,2025-06-01T00:59:19.652612
2253c70f-0149-4ee2-ae5b-50b106f1d944,29ef2f51-0d00-4e8e-bd5b-f6db4f873097,f80cb508-6c2a-4ac9-aea5-930c858ed92f,60,32.87,2025-06-01T01:04:19.652612,2025-06-01T01:04:19.652612
c0649ef9-364f-49e4-8054-ec2d7d73525e,7378f869-a154-4d61-bfe9-854a02363d12,c18598b4-904f-4fcb-8ce2-91ebb5ffd227,74,66.28,2025-06-01T00:55:19.652612,2025-06-01T00:55:19.652612
54f450eb-0cb1-42be-a20f-177a86519103,33d8f314-5847-4e47-a6cd-8d62dfe8601a,106dcbf1-43fe-4bf3-8892-117f2a094a3d,37,59.76,2025-06-01T00:41:19.652612,2025-06-01T00:41:19.652612
3c3534f1-541c-4a89-9e88-c336edc2931f,b86b01c4-c071-4d4e-9a3c-744245938972,106dcbf1-43fe-4bf3-8892-117f2a094a3d,33,96.76,2025-06-01T00:41:19.652612,2025-06-01T00:41:19.652612
bf028166-10bc-4da7-90ae-44096f13a915,6368a977-adc0-4dba-89f1-299aafee7a59,766c566e-600e-4dfe-b7cf-275353a13de5,87,90.07,2025-06-01T00:24:19.652612,2025-06-01T00:24:19.652612
67dacda4-13ed-4e94-9e01-a016db3584e3,6987c3c1-060d-441d-97ed-33765f459963,766c566e-600e-4dfe-b7cf-275353a13de5,55,39.06,2025-06-01T00:24:19.652612,2025-06-01T00:24:19.652612
62f2ce9e-d3b6-46be-89d2-530fb69d810b,b82d1a4e-2b61-4564-abcb-b809d34fb3d7,096d6fe5-3a65-431d-b80f-1e8dd08ae4a1,53,78.14,2025-06-01T01:01:19.652612,2025-06-01T01:01:19.652612
539f737f-e7a3-46f2-be32-82031c7123bd,a6705b6f-2b4f-4cd6-9b8d-cf29a44c6313,284b782a-78c9-405b-9af7-c9ee6ed358c7,83,92.15,2025-06-01T00:43:19.652612,2025-06-01T00:43:19.652612
5840dc3f-64d9-49d3-b712-5680266960f4,a1b20087-f213-466a-91c2-2128493f3fe8,284b782a-78c9-405b-9af7-c9ee6ed358c7,6,70.57,2025-06-01T00:43:19.652612,2025-06-01T00:43:19.652612
4ade3efb-cb1a-42ab-952b-7481b62d29b3,4297f010-d6d3-4c86-b4be-6f539bd003ee,284b782a-78c9-405b-9af7-c9ee6ed358c7,2,43.42,2025-06-01T00:43:19.652612,2025-06-01T00:43:19.652612
1b522443-6571-44d5-a0e1-fc44c43e3f14,91bd9d1b-f78f-4361-ade9-c9e28e8eb0e0,3e03ad50-eb77-4edf-8f98-447f955c2ae1,23,37.7,2025-06-01T00:39:19.652612,2025-06-01T00:39:19.652612
f8d0e942-2ecf-4a7f-88a8-5377d6b1bd0b,189b0547-6efe-4660-9469-b91c73f2a8e7,6adc0f2c-eea9-41cd-b576-9fa3ecb25db2,77,22.63,2025-06-01T00:42:19.652612,2025-06-01T00:42:19.652612
06b90842-02bb-49fb-a01b-159e11d0d3b5,63418ecd-f0f0-4234-a9ca-3e704af1705b,7954f2fe-a74e-4a22-b28a-2643add43a09,44,97.26,2025-06-01T00:46:19.652612,2025-06-01T00:46:19.652612
a5c4f83e-85c8-435d-9843-bc79e44872de,3bd287b8-4b90-4d6d-8100-5545e32d1bcb,7954f2fe-a74e-4a22-b28a-2643add43a09,70,52.67,2025-06-01T00:46:19.652612,2025-06-01T00:46:19.652612
aad3460e-b044-4804-bd97-4d04860b41ff,36b03a3e-1660-421a-95d2-af999612cad0,5bf0bf5f-c1b9-4d43-b4bd-f752dc388c97,97,46.95,2025-06-01T00:27:19.652612,2025-06-01T00:27:19.652612
e0e13ec8-5341-4375-9f80-ce21e1f94c00,328bb136-1595-4df5-9aa8-d2ac7e9a455f,5bf0bf5f-c1b9-4d43-b4bd-f752dc388c97,74,14.46,2025-06-01T00:27:19.652612,2025-06-01T00:27:19.652612
0792d021-5108-459f-a8e5-4caca462dd7a,c570eb3a-b969-4535-9c45-eea9e149f725,5bf0bf5f-c1b9-4d43-b4bd-f752dc388c97,87,51.61,2025-06-01T00:27:19.652612,2025-06-01T00:27:19.652612
468d6177-6442-4bcf-b4fa-141c5e5cd64a,17f3d861-e008-465c-8060-6bfbd49f49b1,879a742e-8017-46b0-ae07-bae883d82536,99,51.3,2025-06-01T00:51:19.652612,2025-06-01T00:51:19.652612
7eb58787-d442-43ff-b581-0eaec4485888,8e473955-7eff-43df-8213-c4e86c2cf90f,a9acffde-1108-47f3-8c9b-5dae3ac96417,78,87.88,2025-06-01T00:39:19.652612,2025-06-01T00:39:19.652612
aa30dbf3-b0f4-4dd4-83a1-f1fdea804b66,abe4f5d0-0e31-455e-bb91-74f4ac1622b6,a9acffde-1108-47f3-8c9b-5dae3ac96417,98,91.31,2025-06-01T00:39:19.652612,2025-06-01T00:39:19.652612
5308df72-4f20-4098-a827-e5fb5e182650,bd282866-d630-4a05-b35b-96caa5841c46,a9acffde-1108-47f3-8c9b-5dae3ac96417,32,90.57,2025-06-01T00:39:19.652612,2025-06-01T00:39:19.652612
62c60eec-6124-40df-a3fd-cd755626e57a,d964b94b-46ee-49e7-98ad-dfeb2f6df0ce,bc547107-13b4-4a99-81c4-a1496ae3dd25,50,50.08,2025-06-01T00:46:19.652612,2025-06-01T00:46:19.652612
d3d1e782-ba80-48e9-89fe-58a97758fe22,d37cc4e0-b6bf-41cc-8558-d27fe5bae2a1,bc547107-13b4-4a99-81c4-a1496ae3dd25,20,44.65,2025-06-01T00:46:19.652612,2025-06-01T00:46:19.652612
148251e8-18fb-437d-92c1-68ee4b2e95b4,dd7a1486-5741-4371-b317-5eaf09e5d3fb,bc547107-13b4-4a99-81c4-a1496ae3dd25,39,98.57,2025-06-01T00:46:19.652612,2025-06-01T00:46:19.652612
8b9d8687-fdd3-41a9-a909-d4f9e7dc7f8b,67647182-a79f-49bd-95fc-2c53ae8485a9,6ff88c84-200b-402f-8297-63c08e6bcee5,43,27.45,2025-06-01T00:50:19.652612,2025-06-01T00:50:19.652612
26a5d49e-0e03-4672-a231-aba8aa878e2f,67647182-a79f-49bd-95fc-2c53ae8485a9,49f1660c-7135-4055-8d44-925483b2ccec,13,5.35,2025-06-01T00:49:19.652612,2025-06-01T00:49:19.652612
cd3e36c2-4946-4e10-a29a-ec516b3c5fde,88fc2ca2-8f3c-4320-9a8b-9b9789864fd5,25449843-78aa-43cc-9d8a-9daae4f72398,97,49.15,2025-06-01T00:49:19.652612,2025-06-01T00:49:19.652612
4d2a93ca-a778-4bb0-b34b-08be9110c297,412823b0-3f89-4961-91ef-5d5152ac5a38,25449843-78aa-43cc-9d8a-9daae4f72398,58,20.23,2025-06-01T00:49:19.652612,2025-06-01T00:49:19.652612
2b8bba80-5fa7-4d1b-ab4c-880a733b7200,8882e979-a882-4344-a472-1e10692d4c2b,4b0ffa30-1f07-4cb9-8698-81cf45795875,15,66.95,2025-06-01T00:59:19.652612,2025-06-01T00:59:19.652612
f410683b-ddc0-4814-be45-c8489ee8fa62,eca9caee-659d-4210-b542-7a920cdc5b34,58440f54-5585-4a1f-a6e2-50dede1c5363,55,99.15,2025-06-01T00:30:19.652612,2025-06-01T00:30:19.652612
fc747583-07d0-4b9f-97f1-095c75ebb303,47619803-7c76-40d1-82db-08e13e0265f9,58440f54-5585-4a1f-a6e2-50dede1c5363,8,29.85,2025-06-01T00:30:19.652612,2025-06-01T00:30:19.652612
8434cf48-b7d7-4e89-952e-e58f7fb23eb2,189b0547-6efe-4660-9469-b91c73f2a8e7,58440f54-5585-4a1f-a6e2-50dede1c5363,90,85.16,2025-06-01T00:30:19.652612,2025-06-01T00:30:19.652612
e48d76f7-07b5-4bd6-8e01-3e37ca9251ac,a646119c-e266-47f0-9ed5-d06cb41a7973,cca3c61c-ed58-44e9-96f1-39faefa9c729,12,2.58,2025-06-01T00:46:19.652612,2025-06-01T00:46:19.652612
77a56689-83f7-4107-b872-8415dc827ba2,8c12ef51-d46c-4488-b9db-4eb898f0f8cd,893b14de-872e-42f0-b3c6-df8d32b8ea8f,16,4.09,2025-06-01T00:43:19.652612,2025-06-01T00:43:19.652612
6b0fb548-52b4-4d67-9d41-74611cfea167,f2c10473-d88e-460a-9943-9cb4a34e0386,552b9260-30d7-4a5b-9cc7-93a6d1d19805,85,21.93,2025-06-01T00:54:19.652612,2025-06-01T00:54:19.652612
50020141-6f64-4853-a6bd-f8cf6447ec83,119fc301-2a5a-4d3f-822b-7bed58d6c833,552b9260-30d7-4a5b-9cc7-93a6d1d19805,41,89.11,2025-06-01T00:54:19.652612,2025-06-01T00:54:19.652612
c7939f03-4bd8-4d86-a8e4-4498b8f346d8,b8eb828c-43b0-443f-8169-bcdbc4dde857,552b9260-30d7-4a5b-9cc7-93a6d1d19805,40,6.8,2025-06-01T00:54:19.652612,2025-06-01T00:54:19.652612
f88f9676-9bb0-454f-ada2-a979f178f946,2ea0d5a1-b3f1-4180-babf-0a071329e98d,45154e92-a424-43a9-ba07-10b59d3ded94,10,32.19,2025-06-01T00:40:19.652612,2025-06-01T00:40:19.652612
040e70c7-ca92-489a-89e2-ed145be6bd94,191529d7-4b0a-4812-96c7-0a6725182be1,45154e92-a424-43a9-ba07-10b59d3ded94,33,56.4,2025-06-01T00:40:19.652612,2025-06-01T00:40:19.652612
c9533245-417d-4b98-9763-e23bcab04549,492b29c8-e3f7-4aca-b71d-f01506a2b3e2,a4d79bf4-b208-465c-b438-f0cc7d85f833,95,84.17,2025-06-01T00:50:19.652612,2025-06-01T00:50:19.652612
2c0fd512-2aa8-4dc2-aa92-bcef56d41964,db2652a1-8185-443a-bf62-2859b382c442,a4d79bf4-b208-465c-b438-f0cc7d85f833,14,15.41,2025-06-01T00:50:19.652612,2025-06-01T00:50:19.652612
a8599abd-6223-4566-9e60-dba3788fa88d,3b71db4d-c7ee-4a5b-8915-7a1ae628d60d,a4d79bf4-b208-465c-b438-f0cc7d85f833,47,25.04,2025-06-01T00:50:19.652612,2025-06-01T00:50:19.652612
525c22e9-c46b-4799-b771-b7f8245f8458,036d3fab-06bd-4075-aa5d-d2996e91867e,58f94f06-c320-4ce1-89a0-0c473e0498a6,23,69.21,2025-06-01T00:48:19.652612,2025-06-01T00:48:19.652612
3f40ff25-60fe-4835-a136-127f0802a48d,fee0a563-1189-472f-bb08-74f5363d492b,58f94f06-c320-4ce1-89a0-0c473e0498a6,91,82.58,2025-06-01T00:48:19.652612,2025-06-01T00:48:19.652612
be75ebb6-5055-41d7-a4c3-97d42c7603d0,8c12ef51-d46c-4488-b9db-4eb898f0f8cd,58f94f06-c320-4ce1-89a0-0c473e0498a6,89,19.48,2025-06-01T00:48:19.652612,2025-06-01T00:48:19.652612
94acbaae-0c11-4e92-88d9-e0e839860092,b3a6a95c-a5fa-4065-a338-8f2738745cd4,80a2d69b-3252-4eae-93f4-2a911edbe859,100,91.85,2025-06-01T00:42:19.652612,2025-06-01T00:42:19.652612
02624a77-3af4-42c9-9b9d-5acb29a03494,dd943ef6-24be-4025-a14f-199030d7f57c,80a2d69b-3252-4eae-93f4-2a911edbe859,22,87.14,2025-06-01T00:42:19.652612,2025-06-01T00:42:19.652612
b4648351-26d6-4617-99e7-ae79da7718d3,4297f010-d6d3-4c86-b4be-6f539bd003ee,80a2d69b-3252-4eae-93f4-2a911edbe859,58,22.41,2025-06-01T00:42:19.652612,2025-06-01T00:42:19.652612
51c31929-582e-4397-9cf9-23bbc16eae0f,635054de-6f67-4cdd-a753-7db280aef1a3,85e50b45-adbd-498a-bf4b-bc589e2e803b,58,75.99,2025-06-01T00:38:19.652612,2025-06-01T00:38:19.652612
9833d295-b237-4f46-8a7a-b045b79aa70e,1fdbd266-3d7c-4a80-b710-eb6dd97e2a31,85e50b45-adbd-498a-bf4b-bc589e2e803b,41,57.34,2025-06-01T00:38:19.652612,2025-06-01T00:38:19.652612
e4fb82d2-420b-42d7-8f11-46fe6c8b75f6,a1e204cd-269a-49e7-be77-fc9d264908ec,cd22f180-d898-4623-b383-feb057fccb66,93,11.45,2025-06-01T00:48:19.652612,2025-06-01T00:48:19.652612
037bb5ec-cba3-4604-b761-c5fbf30949cb,33d8f314-5847-4e47-a6cd-8d62dfe8601a,cd22f180-d898-4623-b383-feb057fccb66,33,10.98,2025-06-01T00:48:19.652612,2025-06-01T00:48:19.652612
3ccb3896-11fc-4ebd-bd2c-909af0278ba6,fd5cff46-a85c-41e8-8241-69339ba598fe,cd22f180-d898-4623-b383-feb057fccb66,21,4.41,2025-06-01T00:48:19.652612,2025-06-01T00:48:19.652612
e3681074-814b-4be5-bf45-b5e63f7e0bd0,e9f6c9d0-793f-4936-a42b-166ac15c4b32,5cba1bce-1017-4fe7-9f9c-c725bbdd569c,97,76.68,2025-06-01T00:56:19.652612,2025-06-01T00:56:19.652612
eb829f4e-80ea-4713-bf03-5d934b180d40,e52001bb-843a-4ea8-a007-fb3e2b8269e8,5cba1bce-1017-4fe7-9f9c-c725bbdd569c,40,40.69,2025-06-01T00:56:19.652612,2025-06-01T00:56:19.652612
4038d7b9-3038-4a96-a935-c9a7a2018669,38081e00-7412-41be-b945-22a4bf65644a,5cba1bce-1017-4fe7-9f9c-c725bbdd569c,43,49.18,2025-06-01T00:56:19.652612,2025-06-01T00:56:19.652612
ab44474e-a17a-44fa-bd00-f7f5cebc2f24,60b055b1-abd5-4246-9e4b-ca8f7d8ee86b,6933e4e0-165a-4921-a688-e7daebe48c98,73,21.94,2025-06-01T00:48:19.652612,2025-06-01T00:48:19.652612
eae06fe4-4a30-48be-a590-0eba5deb1123,2e7c6ec6-ddcb-4cde-a8fd-062fc1aaa58e,6933e4e0-165a-4921-a688-e7daebe48c98,87,16.19,2025-06-01T00:48:19.652612,2025-06-01T00:48:19.652612
0bcec317-2271-4508-a744-45b3c75daa65,5df5bf06-8294-460f-954c-7b4f4cbbaa02,de394ac9-d728-4d1d-be88-82f1d156156c,47,43.54,2025-06-01T00:49:19.652612,2025-06-01T00:49:19.652612
b3780110-283b-41fe-9554-ac1778a9fb87,b5a0bec6-914b-4e3f-8312-bedfbc68b5f8,de394ac9-d728-4d1d-be88-82f1d156156c,39,57.21,2025-06-01T00:49:19.652612,2025-06-01T00:49:19.652612
1e9520fb-19d2-4610-bd4b-0397fd6f2ae9,86a0f770-672f-4bbf-acf4-c3501b41bd92,775107a9-546f-4501-99d6-fb26c9be51e5,39,12.47,2025-06-01T01:02:19.652612,2025-06-01T01:02:19.652612
9cf058ac-b910-4431-af27-bf503790bcd2,a83f9c4b-8653-4023-b333-f0571654ff7c,775107a9-546f-4501-99d6-fb26c9be51e5,21,36.19,2025-06-01T01:02:19.652612,2025-06-01T01:02:19.652612
0c191ada-8c0b-4070-b236-faf05acff65f,8e473955-7eff-43df-8213-c4e86c2cf90f,775107a9-546f-4501-99d6-fb26c9be51e5,36,19.66,2025-06-01T01:02:19.652612,2025-06-01T01:02:19.652612
a085a884-de56-4d77-be2b-0841591ea5e5,345710ae-cc99-4149-857c-2b3f6bc17296,477ca453-a4fb-47fc-af43-df2f4de773c3,52,83.8,2025-06-01T00:47:19.652612,2025-06-01T00:47:19.652612
062cb905-3991-42f2-bc99-b99b75fdf303,b51e740d-6b0c-4949-87e2-a3abdcfe490d,477ca453-a4fb-47fc-af43-df2f4de773c3,53,64.43,2025-06-01T00:47:19.652612,2025-06-01T00:47:19.652612
08b5d952-51b8-4d68-89f2-43c82ad050a0,7727dccc-93f4-4fc6-8a12-22fd74f6b7a3,477ca453-a4fb-47fc-af43-df2f4de773c3,5,38.88,2025-06-01T00:47:19.652612,2025-06-01T00:47:19.652612
02fe07b9-c901-4bb3-9599-b268ceea97cf,c15528fa-4298-4318-986e-bdf9cc498e35,2cfa2a59-4c54-4780-94da-ca39608c6419,13,60.7,2025-06-01T01:03:19.652612,2025-06-01T01:03:19.652612
1098808d-3bb3-4e5e-ba39-081d33ae43c3,a965a0ca-cdf5-482b-bbf5-ecaec22c8dbe,2cfa2a59-4c54-4780-94da-ca39608c6419,8,76.65,2025-06-01T01:03:19.652612,2025-06-01T01:03:19.652612
a20c3f3e-d171-4da9-a874-f2a83d9d092c,26ee55cc-0066-47f4-bedc-59d14e5c3ddd,ff1c8012-0a19-4f3f-802f-957c26d892a8,32,13.7,2025-06-01T00:38:19.652612,2025-06-01T00:38:19.652612
d8546412-ff95-4e3f-bd5b-022e2bd027e5,67647182-a79f-49bd-95fc-2c53ae8485a9,ff1c8012-0a19-4f3f-802f-957c26d892a8,9,31.12,2025-06-01T00:38:19.652612,2025-06-01T00:38:19.652612
e94fc5fc-8cfa-46f2-8ab6-93e074446885,e32a5d47-7ac5-4433-9127-2b8249b8db23,1eb55b15-befd-4b8a-b552-e102f184b9f7,72,95.06,2025-06-01T00:24:19.652612,2025-06-01T00:24:19.652612
ef6ef829-a88a-4543-9e0b-7b90b495fee1,fd5cff46-a85c-41e8-8241-69339ba598fe,1eb55b15-befd-4b8a-b552-e102f184b9f7,16,99.3,2025-06-01T00:24:19.652612,2025-06-01T00:24:19.652612
2aed8c17-17cf-4816-a91e-af714179a7bc,e8a88132-790c-4184-a783-6f47bde7c8c9,cdab7f41-1c1c-4280-b335-f27f6c7c052a,45,36.31,2025-06-01T00:54:19.652612,2025-06-01T00:54:19.652612
0df03f83-2e3d-4a00-8fb0-de7adbc3d608,e493f89c-26a7-4b82-8f3a-681f92b5d14f,cdab7f41-1c1c-4280-b335-f27f6c7c052a,18,73.86,2025-06-01T00:54:19.652612,2025-06-01T00:54:19.652612
9761e000-026e-4058-9aab-f4f73d260c4c,c334eedb-0911-4e5f-b0e0-bf56e70c7e9a,cdab7f41-1c1c-4280-b335-f27f6c7c052a,41,14.97,2025-06-01T00:54:19.652612,2025-06-01T00:54:19.652612
f7135e12-6c13-4606-8d65-4f215e4901e1,f71bc9b7-e3f7-4a8d-930f-1dba5fd9f6c8,45549d5e-5b4f-4788-aa48-d6e1481a74e0,93,13.66,2025-06-01T00:35:19.652612,2025-06-01T00:35:19.652612
